Start time UTC,End time UTC,Wind Turbine (MWh/h)
2023/2/16 15:00,2023/2/16 16:00,3043
2023/2/16 16:00,2023/2/16 17:00,3039
2023/2/16 17:00,2023/2/16 18:00,3057
2023/2/16 18:00,2023/2/16 19:00,3026
2023/2/16 19:00,2023/2/16 20:00,2862
2023/2/16 20:00,2023/2/16 21:00,2526
2023/2/16 21:00,2023/2/16 22:00,2149
2023/2/16 22:00,2023/2/16 23:00,1806
2023/2/16 23:00,2023/2/17 0:00,1629
2023/2/17 0:00,2023/2/17 1:00,1457
2023/2/17 1:00,2023/2/17 2:00,1513
2023/2/17 2:00,2023/2/17 3:00,1562
2023/2/17 3:00,2023/2/17 4:00,1741
2023/2/17 4:00,2023/2/17 5:00,1819
2023/2/17 5:00,2023/2/17 6:00,1828
2023/2/17 6:00,2023/2/17 7:00,1762
2023/2/17 7:00,2023/2/17 8:00,1800
2023/2/17 8:00,2023/2/17 9:00,1731
2023/2/17 9:00,2023/2/17 10:00,1654
2023/2/17 10:00,2023/2/17 11:00,1539
2023/2/17 11:00,2023/2/17 12:00,1479
2023/2/17 12:00,2023/2/17 13:00,1493
2023/2/17 13:00,2023/2/17 14:00,1628
2023/2/17 14:00,2023/2/17 15:00,1804
2023/2/17 15:00,2023/2/17 16:00,1838
2023/2/17 16:00,2023/2/17 17:00,1712
2023/2/17 17:00,2023/2/17 18:00,1828
2023/2/17 18:00,2023/2/17 19:00,2116
2023/2/17 19:00,2023/2/17 20:00,2108
2023/2/17 20:00,2023/2/17 21:00,2250
2023/2/17 21:00,2023/2/17 22:00,2393
2023/2/17 22:00,2023/2/17 23:00,2479
2023/2/17 23:00,2023/2/18 0:00,2627
2023/2/18 0:00,2023/2/18 1:00,2680
2023/2/18 1:00,2023/2/18 2:00,2662
2023/2/18 2:00,2023/2/18 3:00,2524
2023/2/18 3:00,2023/2/18 4:00,2451
2023/2/18 4:00,2023/2/18 5:00,2337
2023/2/18 5:00,2023/2/18 6:00,2279
2023/2/18 6:00,2023/2/18 7:00,2121
2023/2/18 7:00,2023/2/18 8:00,1847
2023/2/18 8:00,2023/2/18 9:00,1624
2023/2/18 9:00,2023/2/18 10:00,1403
2023/2/18 10:00,2023/2/18 11:00,1211
2023/2/18 11:00,2023/2/18 12:00,1050
2023/2/18 12:00,2023/2/18 13:00,1070
2023/2/18 13:00,2023/2/18 14:00,1048
2023/2/18 14:00,2023/2/18 15:00,1059
2023/2/18 15:00,2023/2/18 16:00,1109
2023/2/18 16:00,2023/2/18 17:00,1067
2023/2/18 17:00,2023/2/18 18:00,1006
2023/2/18 18:00,2023/2/18 19:00,926
2023/2/18 19:00,2023/2/18 20:00,883
2023/2/18 20:00,2023/2/18 21:00,888
2023/2/18 21:00,2023/2/18 22:00,934
2023/2/18 22:00,2023/2/18 23:00,983
2023/2/18 23:00,2023/2/19 0:00,1015
2023/2/19 0:00,2023/2/19 1:00,968
2023/2/19 1:00,2023/2/19 2:00,871
2023/2/19 2:00,2023/2/19 3:00,808
2023/2/19 3:00,2023/2/19 4:00,762
2023/2/19 4:00,2023/2/19 5:00,714
2023/2/19 5:00,2023/2/19 6:00,694
2023/2/19 6:00,2023/2/19 7:00,716
2023/2/19 7:00,2023/2/19 8:00,687
2023/2/19 8:00,2023/2/19 9:00,572
2023/2/19 9:00,2023/2/19 10:00,463
2023/2/19 10:00,2023/2/19 11:00,425
2023/2/19 11:00,2023/2/19 12:00,440
2023/2/19 12:00,2023/2/19 13:00,417
2023/2/19 13:00,2023/2/19 14:00,387
2023/2/19 14:00,2023/2/19 15:00,479
2023/2/19 15:00,2023/2/19 16:00,555
2023/2/19 16:00,2023/2/19 17:00,704
2023/2/19 17:00,2023/2/19 18:00,673
2023/2/19 18:00,2023/2/19 19:00,693
2023/2/19 19:00,2023/2/19 20:00,742
2023/2/19 20:00,2023/2/19 21:00,780
2023/2/19 21:00,2023/2/19 22:00,875
2023/2/19 22:00,2023/2/19 23:00,953
2023/2/19 23:00,2023/2/20 0:00,922
2023/2/20 0:00,2023/2/20 1:00,873
2023/2/20 1:00,2023/2/20 2:00,921
2023/2/20 2:00,2023/2/20 3:00,946
2023/2/20 3:00,2023/2/20 4:00,941
2023/2/20 4:00,2023/2/20 5:00,1127
2023/2/20 5:00,2023/2/20 6:00,1312
2023/2/20 6:00,2023/2/20 7:00,1448
2023/2/20 7:00,2023/2/20 8:00,1355
2023/2/20 8:00,2023/2/20 9:00,1211
2023/2/20 9:00,2023/2/20 10:00,1167
2023/2/20 10:00,2023/2/20 11:00,1215
2023/2/20 11:00,2023/2/20 12:00,1265
2023/2/20 12:00,2023/2/20 13:00,1461
2023/2/20 13:00,2023/2/20 14:00,1618
2023/2/20 14:00,2023/2/20 15:00,1663
2023/2/20 15:00,2023/2/20 16:00,1787
2023/2/20 16:00,2023/2/20 17:00,1880
2023/2/20 17:00,2023/2/20 18:00,1886
2023/2/20 18:00,2023/2/20 19:00,1821
2023/2/20 19:00,2023/2/20 20:00,1637
2023/2/20 20:00,2023/2/20 21:00,1425
2023/2/20 21:00,2023/2/20 22:00,1205
2023/2/20 22:00,2023/2/20 23:00,987
2023/2/20 23:00,2023/2/21 0:00,925
2023/2/21 0:00,2023/2/21 1:00,964
2023/2/21 1:00,2023/2/21 2:00,1038
2023/2/21 2:00,2023/2/21 3:00,1115
2023/2/21 3:00,2023/2/21 4:00,1062
2023/2/21 4:00,2023/2/21 5:00,1050
2023/2/21 5:00,2023/2/21 6:00,954
2023/2/21 6:00,2023/2/21 7:00,861
2023/2/21 7:00,2023/2/21 8:00,660
2023/2/21 8:00,2023/2/21 9:00,399
2023/2/21 9:00,2023/2/21 10:00,176
2023/2/21 10:00,2023/2/21 11:00,115
2023/2/21 11:00,2023/2/21 12:00,125
2023/2/21 12:00,2023/2/21 13:00,110
2023/2/21 13:00,2023/2/21 14:00,109
2023/2/21 14:00,2023/2/21 15:00,181
2023/2/21 15:00,2023/2/21 16:00,328
2023/2/21 16:00,2023/2/21 17:00,569
2023/2/21 17:00,2023/2/21 18:00,622
2023/2/21 18:00,2023/2/21 19:00,611
2023/2/21 19:00,2023/2/21 20:00,531
2023/2/21 20:00,2023/2/21 21:00,340
2023/2/21 21:00,2023/2/21 22:00,226
2023/2/21 22:00,2023/2/21 23:00,120
2023/2/21 23:00,2023/2/22 0:00,75
2023/2/22 0:00,2023/2/22 1:00,83
2023/2/22 1:00,2023/2/22 2:00,86
2023/2/22 2:00,2023/2/22 3:00,107
2023/2/22 3:00,2023/2/22 4:00,136
2023/2/22 4:00,2023/2/22 5:00,178
2023/2/22 5:00,2023/2/22 6:00,166
2023/2/22 6:00,2023/2/22 7:00,107
2023/2/22 7:00,2023/2/22 8:00,99
2023/2/22 8:00,2023/2/22 9:00,83
2023/2/22 9:00,2023/2/22 10:00,58
2023/2/22 10:00,2023/2/22 11:00,35
2023/2/22 11:00,2023/2/22 12:00,18
2023/2/22 12:00,2023/2/22 13:00,20
2023/2/22 13:00,2023/2/22 14:00,50
2023/2/22 14:00,2023/2/22 15:00,163
2023/2/22 15:00,2023/2/22 16:00,487
2023/2/22 16:00,2023/2/22 17:00,1054
2023/2/22 17:00,2023/2/22 18:00,1824
2023/2/22 18:00,2023/2/22 19:00,2370
2023/2/22 19:00,2023/2/22 20:00,2668
2023/2/22 20:00,2023/2/22 21:00,2882
2023/2/22 21:00,2023/2/22 22:00,3163
2023/2/22 22:00,2023/2/22 23:00,3303
2023/2/22 23:00,2023/2/23 0:00,3234
2023/2/23 0:00,2023/2/23 1:00,3389
2023/2/23 1:00,2023/2/23 2:00,3494
2023/2/23 2:00,2023/2/23 3:00,3573
2023/2/23 3:00,2023/2/23 4:00,3669
2023/2/23 4:00,2023/2/23 5:00,3780
2023/2/23 5:00,2023/2/23 6:00,4020
2023/2/23 6:00,2023/2/23 7:00,4036
2023/2/23 7:00,2023/2/23 8:00,3868
2023/2/23 8:00,2023/2/23 9:00,3585
2023/2/23 9:00,2023/2/23 10:00,3045
2023/2/23 10:00,2023/2/23 11:00,2446
2023/2/23 11:00,2023/2/23 12:00,2080
2023/2/23 12:00,2023/2/23 13:00,1758
2023/2/23 13:00,2023/2/23 14:00,1616
2023/2/23 14:00,2023/2/23 15:00,1769
2023/2/23 15:00,2023/2/23 16:00,2014
2023/2/23 16:00,2023/2/23 17:00,2253
2023/2/23 17:00,2023/2/23 18:00,2435
2023/2/23 18:00,2023/2/23 19:00,2495
2023/2/23 19:00,2023/2/23 20:00,2432
2023/2/23 20:00,2023/2/23 21:00,2365
2023/2/23 21:00,2023/2/23 22:00,2112
2023/2/23 22:00,2023/2/23 23:00,2047
2023/2/23 23:00,2023/2/24 0:00,2220
2023/2/24 0:00,2023/2/24 1:00,2249
2023/2/24 1:00,2023/2/24 2:00,2227
2023/2/24 2:00,2023/2/24 3:00,2066
2023/2/24 3:00,2023/2/24 4:00,1810
2023/2/24 4:00,2023/2/24 5:00,1561
2023/2/24 5:00,2023/2/24 6:00,1367
2023/2/24 6:00,2023/2/24 7:00,1430
2023/2/24 7:00,2023/2/24 8:00,1442
2023/2/24 8:00,2023/2/24 9:00,1089
2023/2/24 9:00,2023/2/24 10:00,732
2023/2/24 10:00,2023/2/24 11:00,576
2023/2/24 11:00,2023/2/24 12:00,525
2023/2/24 12:00,2023/2/24 13:00,508
2023/2/24 13:00,2023/2/24 14:00,474
2023/2/24 14:00,2023/2/24 15:00,394
2023/2/24 15:00,2023/2/24 16:00,449
2023/2/24 16:00,2023/2/24 17:00,503
2023/2/24 17:00,2023/2/24 18:00,600
2023/2/24 18:00,2023/2/24 19:00,765
2023/2/24 19:00,2023/2/24 20:00,917
2023/2/24 20:00,2023/2/24 21:00,1024
2023/2/24 21:00,2023/2/24 22:00,1141
2023/2/24 22:00,2023/2/24 23:00,1287
2023/2/24 23:00,2023/2/25 0:00,1351
2023/2/25 0:00,2023/2/25 1:00,1560
2023/2/25 1:00,2023/2/25 2:00,1588
2023/2/25 2:00,2023/2/25 3:00,1741
2023/2/25 3:00,2023/2/25 4:00,1730
2023/2/25 4:00,2023/2/25 5:00,1743
2023/2/25 5:00,2023/2/25 6:00,1654
2023/2/25 6:00,2023/2/25 7:00,1438
2023/2/25 7:00,2023/2/25 8:00,1190
2023/2/25 8:00,2023/2/25 9:00,886
2023/2/25 9:00,2023/2/25 10:00,645
2023/2/25 10:00,2023/2/25 11:00,510
2023/2/25 11:00,2023/2/25 12:00,504
2023/2/25 12:00,2023/2/25 13:00,477
2023/2/25 13:00,2023/2/25 14:00,489
2023/2/25 14:00,2023/2/25 15:00,488
2023/2/25 15:00,2023/2/25 16:00,634
2023/2/25 16:00,2023/2/25 17:00,884
2023/2/25 17:00,2023/2/25 18:00,1026
2023/2/25 18:00,2023/2/25 19:00,1018
2023/2/25 19:00,2023/2/25 20:00,956
2023/2/25 20:00,2023/2/25 21:00,860
2023/2/25 21:00,2023/2/25 22:00,742
2023/2/25 22:00,2023/2/25 23:00,711
2023/2/25 23:00,2023/2/26 0:00,707
2023/2/26 0:00,2023/2/26 1:00,728
2023/2/26 1:00,2023/2/26 2:00,755
2023/2/26 2:00,2023/2/26 3:00,661
2023/2/26 3:00,2023/2/26 4:00,653
2023/2/26 4:00,2023/2/26 5:00,797
2023/2/26 5:00,2023/2/26 6:00,1019
2023/2/26 6:00,2023/2/26 7:00,1081
2023/2/26 7:00,2023/2/26 8:00,903
2023/2/26 8:00,2023/2/26 9:00,628
2023/2/26 9:00,2023/2/26 10:00,383
2023/2/26 10:00,2023/2/26 11:00,300
2023/2/26 11:00,2023/2/26 12:00,267
2023/2/26 12:00,2023/2/26 13:00,286
2023/2/26 13:00,2023/2/26 14:00,266
2023/2/26 14:00,2023/2/26 15:00,231
2023/2/26 15:00,2023/2/26 16:00,270
2023/2/26 16:00,2023/2/26 17:00,392
2023/2/26 17:00,2023/2/26 18:00,468
2023/2/26 18:00,2023/2/26 19:00,671
2023/2/26 19:00,2023/2/26 20:00,842
2023/2/26 20:00,2023/2/26 21:00,1136
2023/2/26 21:00,2023/2/26 22:00,1446
2023/2/26 22:00,2023/2/26 23:00,1731
2023/2/26 23:00,2023/2/27 0:00,2056
2023/2/27 0:00,2023/2/27 1:00,2248
2023/2/27 1:00,2023/2/27 2:00,2184
2023/2/27 2:00,2023/2/27 3:00,1992
2023/2/27 3:00,2023/2/27 4:00,1538
2023/2/27 4:00,2023/2/27 5:00,946
2023/2/27 5:00,2023/2/27 6:00,828
2023/2/27 6:00,2023/2/27 7:00,1094
2023/2/27 7:00,2023/2/27 8:00,1828
2023/2/27 8:00,2023/2/27 9:00,2179
2023/2/27 9:00,2023/2/27 10:00,2334
2023/2/27 10:00,2023/2/27 11:00,2531
2023/2/27 11:00,2023/2/27 12:00,2806
2023/2/27 12:00,2023/2/27 13:00,3057
2023/2/27 13:00,2023/2/27 14:00,3531
2023/2/27 14:00,2023/2/27 15:00,3984
2023/2/27 15:00,2023/2/27 16:00,4333
2023/2/27 16:00,2023/2/27 17:00,4524
2023/2/27 17:00,2023/2/27 18:00,4590
2023/2/27 18:00,2023/2/27 19:00,4618
2023/2/27 19:00,2023/2/27 20:00,4576
2023/2/27 20:00,2023/2/27 21:00,4532
2023/2/27 21:00,2023/2/27 22:00,4575
2023/2/27 22:00,2023/2/27 23:00,4525
2023/2/27 23:00,2023/2/28 0:00,4305
2023/2/28 0:00,2023/2/28 1:00,3998
2023/2/28 1:00,2023/2/28 2:00,3807
2023/2/28 2:00,2023/2/28 3:00,3771
2023/2/28 3:00,2023/2/28 4:00,3922
2023/2/28 4:00,2023/2/28 5:00,3690
2023/2/28 5:00,2023/2/28 6:00,3786
2023/2/28 6:00,2023/2/28 7:00,3704
2023/2/28 7:00,2023/2/28 8:00,3407
2023/2/28 8:00,2023/2/28 9:00,3201
2023/2/28 9:00,2023/2/28 10:00,3105
2023/2/28 10:00,2023/2/28 11:00,2940
2023/2/28 11:00,2023/2/28 12:00,2979
2023/2/28 12:00,2023/2/28 13:00,2956
2023/2/28 13:00,2023/2/28 14:00,2997
2023/2/28 14:00,2023/2/28 15:00,3036
2023/2/28 15:00,2023/2/28 16:00,3280
2023/2/28 16:00,2023/2/28 17:00,3504
2023/2/28 17:00,2023/2/28 18:00,3734
2023/2/28 18:00,2023/2/28 19:00,3732
2023/2/28 19:00,2023/2/28 20:00,3672
2023/2/28 20:00,2023/2/28 21:00,3712
2023/2/28 21:00,2023/2/28 22:00,3807
2023/2/28 22:00,2023/2/28 23:00,3826
2023/2/28 23:00,2023/3/1 0:00,3505
2023/3/1 0:00,2023/3/1 1:00,3368
2023/3/1 1:00,2023/3/1 2:00,2998
2023/3/1 2:00,2023/3/1 3:00,2840
2023/3/1 3:00,2023/3/1 4:00,2463
2023/3/1 4:00,2023/3/1 5:00,2271
2023/3/1 5:00,2023/3/1 6:00,2228
2023/3/1 6:00,2023/3/1 7:00,2113
2023/3/1 7:00,2023/3/1 8:00,1858
2023/3/1 8:00,2023/3/1 9:00,1555
2023/3/1 9:00,2023/3/1 10:00,1310
2023/3/1 10:00,2023/3/1 11:00,1313
2023/3/1 11:00,2023/3/1 12:00,1318
2023/3/1 12:00,2023/3/1 13:00,1194
2023/3/1 13:00,2023/3/1 14:00,745
2023/3/1 14:00,2023/3/1 15:00,612
2023/3/1 15:00,2023/3/1 16:00,593
2023/3/1 16:00,2023/3/1 17:00,864
2023/3/1 17:00,2023/3/1 18:00,1346
2023/3/1 18:00,2023/3/1 19:00,2170
2023/3/1 19:00,2023/3/1 20:00,2935
2023/3/1 20:00,2023/3/1 21:00,3603
2023/3/1 21:00,2023/3/1 22:00,4186
2023/3/1 22:00,2023/3/1 23:00,4396
2023/3/1 23:00,2023/3/2 0:00,4446
2023/3/2 0:00,2023/3/2 1:00,4435
2023/3/2 1:00,2023/3/2 2:00,4537
2023/3/2 2:00,2023/3/2 3:00,4521
2023/3/2 3:00,2023/3/2 4:00,4451
2023/3/2 4:00,2023/3/2 5:00,4442
2023/3/2 5:00,2023/3/2 6:00,4440
2023/3/2 6:00,2023/3/2 7:00,4334
2023/3/2 7:00,2023/3/2 8:00,4064
2023/3/2 8:00,2023/3/2 9:00,3807
2023/3/2 9:00,2023/3/2 10:00,3666
2023/3/2 10:00,2023/3/2 11:00,3577
2023/3/2 11:00,2023/3/2 12:00,3441
2023/3/2 12:00,2023/3/2 13:00,3244
2023/3/2 13:00,2023/3/2 14:00,2940
2023/3/2 14:00,2023/3/2 15:00,2992
2023/3/2 15:00,2023/3/2 16:00,3237
2023/3/2 16:00,2023/3/2 17:00,3584
2023/3/2 17:00,2023/3/2 18:00,3612
2023/3/2 18:00,2023/3/2 19:00,3791
2023/3/2 19:00,2023/3/2 20:00,3779
2023/3/2 20:00,2023/3/2 21:00,3731
2023/3/2 21:00,2023/3/2 22:00,3803
2023/3/2 22:00,2023/3/2 23:00,3689
2023/3/2 23:00,2023/3/3 0:00,3459
2023/3/3 0:00,2023/3/3 1:00,3387
2023/3/3 1:00,2023/3/3 2:00,3473
2023/3/3 2:00,2023/3/3 3:00,3387
2023/3/3 3:00,2023/3/3 4:00,3284
2023/3/3 4:00,2023/3/3 5:00,3280
2023/3/3 5:00,2023/3/3 6:00,3055
2023/3/3 6:00,2023/3/3 7:00,2792
2023/3/3 7:00,2023/3/3 8:00,1882
2023/3/3 8:00,2023/3/3 9:00,990
2023/3/3 9:00,2023/3/3 10:00,701
2023/3/3 10:00,2023/3/3 11:00,735
2023/3/3 11:00,2023/3/3 12:00,1171
2023/3/3 12:00,2023/3/3 13:00,1265
2023/3/3 13:00,2023/3/3 14:00,1263
2023/3/3 14:00,2023/3/3 15:00,1156
2023/3/3 15:00,2023/3/3 16:00,1027
2023/3/3 16:00,2023/3/3 17:00,878
2023/3/3 17:00,2023/3/3 18:00,1056
2023/3/3 18:00,2023/3/3 19:00,1522
2023/3/3 19:00,2023/3/3 20:00,1628
2023/3/3 20:00,2023/3/3 21:00,1647
2023/3/3 21:00,2023/3/3 22:00,1538
2023/3/3 22:00,2023/3/3 23:00,1400
2023/3/3 23:00,2023/3/4 0:00,1343
2023/3/4 0:00,2023/3/4 1:00,1400
2023/3/4 1:00,2023/3/4 2:00,1618
2023/3/4 2:00,2023/3/4 3:00,1722
2023/3/4 3:00,2023/3/4 4:00,1773
2023/3/4 4:00,2023/3/4 5:00,1904
2023/3/4 5:00,2023/3/4 6:00,2063
2023/3/4 6:00,2023/3/4 7:00,2053
2023/3/4 7:00,2023/3/4 8:00,1770
2023/3/4 8:00,2023/3/4 9:00,1342
2023/3/4 9:00,2023/3/4 10:00,1063
2023/3/4 10:00,2023/3/4 11:00,1063
2023/3/4 11:00,2023/3/4 12:00,991
2023/3/4 12:00,2023/3/4 13:00,772
2023/3/4 13:00,2023/3/4 14:00,618
2023/3/4 14:00,2023/3/4 15:00,558
2023/3/4 15:00,2023/3/4 16:00,506
2023/3/4 16:00,2023/3/4 17:00,592
2023/3/4 17:00,2023/3/4 18:00,597
2023/3/4 18:00,2023/3/4 19:00,588
2023/3/4 19:00,2023/3/4 20:00,523
2023/3/4 20:00,2023/3/4 21:00,467
2023/3/4 21:00,2023/3/4 22:00,428
2023/3/4 22:00,2023/3/4 23:00,441
2023/3/4 23:00,2023/3/5 0:00,500
2023/3/5 0:00,2023/3/5 1:00,461
2023/3/5 1:00,2023/3/5 2:00,475
2023/3/5 2:00,2023/3/5 3:00,459
2023/3/5 3:00,2023/3/5 4:00,497
2023/3/5 4:00,2023/3/5 5:00,555
2023/3/5 5:00,2023/3/5 6:00,662
2023/3/5 6:00,2023/3/5 7:00,652
2023/3/5 7:00,2023/3/5 8:00,576
2023/3/5 8:00,2023/3/5 9:00,381
2023/3/5 9:00,2023/3/5 10:00,312
2023/3/5 10:00,2023/3/5 11:00,260
2023/3/5 11:00,2023/3/5 12:00,210
2023/3/5 12:00,2023/3/5 13:00,209
2023/3/5 13:00,2023/3/5 14:00,239
2023/3/5 14:00,2023/3/5 15:00,303
2023/3/5 15:00,2023/3/5 16:00,321
2023/3/5 16:00,2023/3/5 17:00,494
2023/3/5 17:00,2023/3/5 18:00,635
2023/3/5 18:00,2023/3/5 19:00,700
2023/3/5 19:00,2023/3/5 20:00,707
2023/3/5 20:00,2023/3/5 21:00,603
2023/3/5 21:00,2023/3/5 22:00,431
2023/3/5 22:00,2023/3/5 23:00,335
2023/3/5 23:00,2023/3/6 0:00,274
2023/3/6 0:00,2023/3/6 1:00,256
2023/3/6 1:00,2023/3/6 2:00,274
2023/3/6 2:00,2023/3/6 3:00,311
2023/3/6 3:00,2023/3/6 4:00,327
2023/3/6 4:00,2023/3/6 5:00,370
2023/3/6 5:00,2023/3/6 6:00,428
2023/3/6 6:00,2023/3/6 7:00,455
2023/3/6 7:00,2023/3/6 8:00,343
2023/3/6 8:00,2023/3/6 9:00,134
2023/3/6 9:00,2023/3/6 10:00,48
2023/3/6 10:00,2023/3/6 11:00,36
2023/3/6 11:00,2023/3/6 12:00,63
2023/3/6 12:00,2023/3/6 13:00,104
2023/3/6 13:00,2023/3/6 14:00,154
2023/3/6 14:00,2023/3/6 15:00,208
2023/3/6 15:00,2023/3/6 16:00,240
2023/3/6 16:00,2023/3/6 17:00,248
2023/3/6 17:00,2023/3/6 18:00,244
2023/3/6 18:00,2023/3/6 19:00,209
2023/3/6 19:00,2023/3/6 20:00,140
2023/3/6 20:00,2023/3/6 21:00,100
2023/3/6 21:00,2023/3/6 22:00,55
2023/3/6 22:00,2023/3/6 23:00,49
2023/3/6 23:00,2023/3/7 0:00,83
2023/3/7 0:00,2023/3/7 1:00,139
2023/3/7 1:00,2023/3/7 2:00,236
2023/3/7 2:00,2023/3/7 3:00,307
2023/3/7 3:00,2023/3/7 4:00,410
2023/3/7 4:00,2023/3/7 5:00,522
2023/3/7 5:00,2023/3/7 6:00,671
2023/3/7 6:00,2023/3/7 7:00,853
2023/3/7 7:00,2023/3/7 8:00,751
2023/3/7 8:00,2023/3/7 9:00,501
2023/3/7 9:00,2023/3/7 10:00,312
2023/3/7 10:00,2023/3/7 11:00,311
2023/3/7 11:00,2023/3/7 12:00,319
2023/3/7 12:00,2023/3/7 13:00,457
2023/3/7 13:00,2023/3/7 14:00,517
2023/3/7 14:00,2023/3/7 15:00,494
2023/3/7 15:00,2023/3/7 16:00,578
2023/3/7 16:00,2023/3/7 17:00,1002
2023/3/7 17:00,2023/3/7 18:00,1496
2023/3/7 18:00,2023/3/7 19:00,1905
2023/3/7 19:00,2023/3/7 20:00,1973
2023/3/7 20:00,2023/3/7 21:00,1917
2023/3/7 21:00,2023/3/7 22:00,1901
2023/3/7 22:00,2023/3/7 23:00,1788
2023/3/7 23:00,2023/3/8 0:00,1828
2023/3/8 0:00,2023/3/8 1:00,1874
2023/3/8 1:00,2023/3/8 2:00,1916
2023/3/8 2:00,2023/3/8 3:00,2053
2023/3/8 3:00,2023/3/8 4:00,2242
2023/3/8 4:00,2023/3/8 5:00,2492
2023/3/8 5:00,2023/3/8 6:00,2557
2023/3/8 6:00,2023/3/8 7:00,2516
2023/3/8 7:00,2023/3/8 8:00,2227
2023/3/8 8:00,2023/3/8 9:00,1660
2023/3/8 9:00,2023/3/8 10:00,1367
2023/3/8 10:00,2023/3/8 11:00,1342
2023/3/8 11:00,2023/3/8 12:00,1424
2023/3/8 12:00,2023/3/8 13:00,1536
2023/3/8 13:00,2023/3/8 14:00,1617
2023/3/8 14:00,2023/3/8 15:00,1665
2023/3/8 15:00,2023/3/8 16:00,1981
2023/3/8 16:00,2023/3/8 17:00,2420
2023/3/8 17:00,2023/3/8 18:00,2700
2023/3/8 18:00,2023/3/8 19:00,2676
2023/3/8 19:00,2023/3/8 20:00,2604
2023/3/8 20:00,2023/3/8 21:00,2551
2023/3/8 21:00,2023/3/8 22:00,2288
2023/3/8 22:00,2023/3/8 23:00,1941
2023/3/8 23:00,2023/3/9 0:00,1614
2023/3/9 0:00,2023/3/9 1:00,1282
2023/3/9 1:00,2023/3/9 2:00,1064
2023/3/9 2:00,2023/3/9 3:00,921
2023/3/9 3:00,2023/3/9 4:00,951
2023/3/9 4:00,2023/3/9 5:00,1048
2023/3/9 5:00,2023/3/9 6:00,1355
2023/3/9 6:00,2023/3/9 7:00,1762
2023/3/9 7:00,2023/3/9 8:00,1878
2023/3/9 8:00,2023/3/9 9:00,1464
2023/3/9 9:00,2023/3/9 10:00,1191
2023/3/9 10:00,2023/3/9 11:00,1326
2023/3/9 11:00,2023/3/9 12:00,1621
2023/3/9 12:00,2023/3/9 13:00,2015
2023/3/9 13:00,2023/3/9 14:00,2284
2023/3/9 14:00,2023/3/9 15:00,2489
2023/3/9 15:00,2023/3/9 16:00,2672
2023/3/9 16:00,2023/3/9 17:00,3058
2023/3/9 17:00,2023/3/9 18:00,3420
2023/3/9 18:00,2023/3/9 19:00,3719
2023/3/9 19:00,2023/3/9 20:00,3889
2023/3/9 20:00,2023/3/9 21:00,4113
2023/3/9 21:00,2023/3/9 22:00,4063
2023/3/9 22:00,2023/3/9 23:00,3993
2023/3/9 23:00,2023/3/10 0:00,3879
2023/3/10 0:00,2023/3/10 1:00,3673
2023/3/10 1:00,2023/3/10 2:00,3490
2023/3/10 2:00,2023/3/10 3:00,3347
2023/3/10 3:00,2023/3/10 4:00,3396
2023/3/10 4:00,2023/3/10 5:00,3406
2023/3/10 5:00,2023/3/10 6:00,3383
2023/3/10 6:00,2023/3/10 7:00,3021
2023/3/10 7:00,2023/3/10 8:00,2499
2023/3/10 8:00,2023/3/10 9:00,2087
2023/3/10 9:00,2023/3/10 10:00,2121
2023/3/10 10:00,2023/3/10 11:00,2222
2023/3/10 11:00,2023/3/10 12:00,2256
2023/3/10 12:00,2023/3/10 13:00,2354
2023/3/10 13:00,2023/3/10 14:00,2378
2023/3/10 14:00,2023/3/10 15:00,2223
2023/3/10 15:00,2023/3/10 16:00,2277
2023/3/10 16:00,2023/3/10 17:00,2587
2023/3/10 17:00,2023/3/10 18:00,2842
2023/3/10 18:00,2023/3/10 19:00,3166
2023/3/10 19:00,2023/3/10 20:00,3253
2023/3/10 20:00,2023/3/10 21:00,2929
2023/3/10 21:00,2023/3/10 22:00,2668
2023/3/10 22:00,2023/3/10 23:00,2401
2023/3/10 23:00,2023/3/11 0:00,2520
2023/3/11 0:00,2023/3/11 1:00,2549
2023/3/11 1:00,2023/3/11 2:00,2594
2023/3/11 2:00,2023/3/11 3:00,2719
2023/3/11 3:00,2023/3/11 4:00,2958
2023/3/11 4:00,2023/3/11 5:00,3188
2023/3/11 5:00,2023/3/11 6:00,3132
2023/3/11 6:00,2023/3/11 7:00,2664
2023/3/11 7:00,2023/3/11 8:00,2035
2023/3/11 8:00,2023/3/11 9:00,1512
2023/3/11 9:00,2023/3/11 10:00,1225
2023/3/11 10:00,2023/3/11 11:00,1022
2023/3/11 11:00,2023/3/11 12:00,917
2023/3/11 12:00,2023/3/11 13:00,797
2023/3/11 13:00,2023/3/11 14:00,762
2023/3/11 14:00,2023/3/11 15:00,695
2023/3/11 15:00,2023/3/11 16:00,737
2023/3/11 16:00,2023/3/11 17:00,871
2023/3/11 17:00,2023/3/11 18:00,1037
2023/3/11 18:00,2023/3/11 19:00,1060
2023/3/11 19:00,2023/3/11 20:00,850
2023/3/11 20:00,2023/3/11 21:00,594
2023/3/11 21:00,2023/3/11 22:00,359
2023/3/11 22:00,2023/3/11 23:00,207
2023/3/11 23:00,2023/3/12 0:00,276
2023/3/12 0:00,2023/3/12 1:00,417
2023/3/12 1:00,2023/3/12 2:00,629
2023/3/12 2:00,2023/3/12 3:00,884
2023/3/12 3:00,2023/3/12 4:00,1106
2023/3/12 4:00,2023/3/12 5:00,1341
2023/3/12 5:00,2023/3/12 6:00,1494
