Start time UTC,End time UTC,Wind Turbine (MWh/h)
2023/1/24 4:00,2023/1/24 5:00,2762
2023/1/24 5:00,2023/1/24 6:00,2535
2023/1/24 6:00,2023/1/24 7:00,2070
2023/1/24 7:00,2023/1/24 8:00,1652
2023/1/24 8:00,2023/1/24 9:00,1584
2023/1/24 9:00,2023/1/24 10:00,1310
2023/1/24 10:00,2023/1/24 11:00,1034
2023/1/24 11:00,2023/1/24 12:00,881
2023/1/24 12:00,2023/1/24 13:00,811
2023/1/24 13:00,2023/1/24 14:00,802
2023/1/24 14:00,2023/1/24 15:00,921
2023/1/24 15:00,2023/1/24 16:00,1126
2023/1/24 16:00,2023/1/24 17:00,1353
2023/1/24 17:00,2023/1/24 18:00,1751
2023/1/24 18:00,2023/1/24 19:00,2181
2023/1/24 19:00,2023/1/24 20:00,2682
2023/1/24 20:00,2023/1/24 21:00,3129
2023/1/24 21:00,2023/1/24 22:00,3603
2023/1/24 22:00,2023/1/24 23:00,3919
2023/1/24 23:00,2023/1/25 0:00,4097
2023/1/25 0:00,2023/1/25 1:00,4206
2023/1/25 1:00,2023/1/25 2:00,4004
2023/1/25 2:00,2023/1/25 3:00,4094
2023/1/25 3:00,2023/1/25 4:00,4336
2023/1/25 4:00,2023/1/25 5:00,4333
2023/1/25 5:00,2023/1/25 6:00,4327
2023/1/25 6:00,2023/1/25 7:00,4257
2023/1/25 7:00,2023/1/25 8:00,4140
2023/1/25 8:00,2023/1/25 9:00,4084
2023/1/25 9:00,2023/1/25 10:00,4078
2023/1/25 10:00,2023/1/25 11:00,3993
2023/1/25 11:00,2023/1/25 12:00,3905
2023/1/25 12:00,2023/1/25 13:00,3850
2023/1/25 13:00,2023/1/25 14:00,3885
2023/1/25 14:00,2023/1/25 15:00,3895
2023/1/25 15:00,2023/1/25 16:00,3878
2023/1/25 16:00,2023/1/25 17:00,3949
2023/1/25 17:00,2023/1/25 18:00,3765
2023/1/25 18:00,2023/1/25 19:00,3646
2023/1/25 19:00,2023/1/25 20:00,3555
2023/1/25 20:00,2023/1/25 21:00,3394
2023/1/25 21:00,2023/1/25 22:00,2944
2023/1/25 22:00,2023/1/25 23:00,2333
2023/1/25 23:00,2023/1/26 0:00,2023
2023/1/26 0:00,2023/1/26 1:00,1859
2023/1/26 1:00,2023/1/26 2:00,1557
2023/1/26 2:00,2023/1/26 3:00,1481
2023/1/26 3:00,2023/1/26 4:00,1363
2023/1/26 4:00,2023/1/26 5:00,1224
2023/1/26 5:00,2023/1/26 6:00,1172
2023/1/26 6:00,2023/1/26 7:00,1343
2023/1/26 7:00,2023/1/26 8:00,1426
2023/1/26 8:00,2023/1/26 9:00,1270
2023/1/26 9:00,2023/1/26 10:00,1274
2023/1/26 10:00,2023/1/26 11:00,1504
2023/1/26 11:00,2023/1/26 12:00,1424
2023/1/26 12:00,2023/1/26 13:00,1426
2023/1/26 13:00,2023/1/26 14:00,1611
2023/1/26 14:00,2023/1/26 15:00,1805
2023/1/26 15:00,2023/1/26 16:00,2011
2023/1/26 16:00,2023/1/26 17:00,2173
2023/1/26 17:00,2023/1/26 18:00,2401
2023/1/26 18:00,2023/1/26 19:00,2460
2023/1/26 19:00,2023/1/26 20:00,2440
2023/1/26 20:00,2023/1/26 21:00,2194
2023/1/26 21:00,2023/1/26 22:00,1914
2023/1/26 22:00,2023/1/26 23:00,1857
2023/1/26 23:00,2023/1/27 0:00,1551
2023/1/27 0:00,2023/1/27 1:00,1241
2023/1/27 1:00,2023/1/27 2:00,909
2023/1/27 2:00,2023/1/27 3:00,833
2023/1/27 3:00,2023/1/27 4:00,1007
2023/1/27 4:00,2023/1/27 5:00,1204
2023/1/27 5:00,2023/1/27 6:00,1278
2023/1/27 6:00,2023/1/27 7:00,1863
2023/1/27 7:00,2023/1/27 8:00,2298
2023/1/27 8:00,2023/1/27 9:00,2537
2023/1/27 9:00,2023/1/27 10:00,2613
2023/1/27 10:00,2023/1/27 11:00,2626
2023/1/27 11:00,2023/1/27 12:00,2489
2023/1/27 12:00,2023/1/27 13:00,2597
2023/1/27 13:00,2023/1/27 14:00,2934
2023/1/27 14:00,2023/1/27 15:00,3183
2023/1/27 15:00,2023/1/27 16:00,3436
2023/1/27 16:00,2023/1/27 17:00,3651
2023/1/27 17:00,2023/1/27 18:00,3884
2023/1/27 18:00,2023/1/27 19:00,4075
2023/1/27 19:00,2023/1/27 20:00,4200
2023/1/27 20:00,2023/1/27 21:00,4256
2023/1/27 21:00,2023/1/27 22:00,4279
2023/1/27 22:00,2023/1/27 23:00,4341
2023/1/27 23:00,2023/1/28 0:00,4369
2023/1/28 0:00,2023/1/28 1:00,4409
2023/1/28 1:00,2023/1/28 2:00,4396
2023/1/28 2:00,2023/1/28 3:00,4353
2023/1/28 3:00,2023/1/28 4:00,4334
2023/1/28 4:00,2023/1/28 5:00,4336
2023/1/28 5:00,2023/1/28 6:00,4323
2023/1/28 6:00,2023/1/28 7:00,4277
2023/1/28 7:00,2023/1/28 8:00,4183
2023/1/28 8:00,2023/1/28 9:00,4020
2023/1/28 9:00,2023/1/28 10:00,3898
2023/1/28 10:00,2023/1/28 11:00,3759
2023/1/28 11:00,2023/1/28 12:00,3676
2023/1/28 12:00,2023/1/28 13:00,3688
2023/1/28 13:00,2023/1/28 14:00,3818
2023/1/28 14:00,2023/1/28 15:00,3884
2023/1/28 15:00,2023/1/28 16:00,3945
2023/1/28 16:00,2023/1/28 17:00,4001
2023/1/28 17:00,2023/1/28 18:00,4019
2023/1/28 18:00,2023/1/28 19:00,4206
2023/1/28 19:00,2023/1/28 20:00,4188
2023/1/28 20:00,2023/1/28 21:00,4176
2023/1/28 21:00,2023/1/28 22:00,4261
2023/1/28 22:00,2023/1/28 23:00,4265
2023/1/28 23:00,2023/1/29 0:00,4239
2023/1/29 0:00,2023/1/29 1:00,4103
2023/1/29 1:00,2023/1/29 2:00,3892
2023/1/29 2:00,2023/1/29 3:00,3909
2023/1/29 3:00,2023/1/29 4:00,3891
2023/1/29 4:00,2023/1/29 5:00,3878
2023/1/29 5:00,2023/1/29 6:00,3794
2023/1/29 6:00,2023/1/29 7:00,3506
2023/1/29 7:00,2023/1/29 8:00,3036
2023/1/29 8:00,2023/1/29 9:00,2843
2023/1/29 9:00,2023/1/29 10:00,2833
2023/1/29 10:00,2023/1/29 11:00,2542
2023/1/29 11:00,2023/1/29 12:00,2357
2023/1/29 12:00,2023/1/29 13:00,2326
2023/1/29 13:00,2023/1/29 14:00,2812
2023/1/29 14:00,2023/1/29 15:00,3119
2023/1/29 15:00,2023/1/29 16:00,3436
2023/1/29 16:00,2023/1/29 17:00,3585
2023/1/29 17:00,2023/1/29 18:00,3613
2023/1/29 18:00,2023/1/29 19:00,3470
2023/1/29 19:00,2023/1/29 20:00,3357
2023/1/29 20:00,2023/1/29 21:00,3337
2023/1/29 21:00,2023/1/29 22:00,3559
2023/1/29 22:00,2023/1/29 23:00,3741
2023/1/29 23:00,2023/1/30 0:00,3770
2023/1/30 0:00,2023/1/30 1:00,3579
2023/1/30 1:00,2023/1/30 2:00,3198
2023/1/30 2:00,2023/1/30 3:00,2577
2023/1/30 3:00,2023/1/30 4:00,2028
2023/1/30 4:00,2023/1/30 5:00,1532
2023/1/30 5:00,2023/1/30 6:00,1188
2023/1/30 6:00,2023/1/30 7:00,915
2023/1/30 7:00,2023/1/30 8:00,680
2023/1/30 8:00,2023/1/30 9:00,571
2023/1/30 9:00,2023/1/30 10:00,595
2023/1/30 10:00,2023/1/30 11:00,651
2023/1/30 11:00,2023/1/30 12:00,952
2023/1/30 12:00,2023/1/30 13:00,1247
2023/1/30 13:00,2023/1/30 14:00,1676
2023/1/30 14:00,2023/1/30 15:00,1860
2023/1/30 15:00,2023/1/30 16:00,2079
2023/1/30 16:00,2023/1/30 17:00,2269
2023/1/30 17:00,2023/1/30 18:00,2415
2023/1/30 18:00,2023/1/30 19:00,2523
2023/1/30 19:00,2023/1/30 20:00,2597
2023/1/30 20:00,2023/1/30 21:00,2723
2023/1/30 21:00,2023/1/30 22:00,2697
2023/1/30 22:00,2023/1/30 23:00,2619
2023/1/30 23:00,2023/1/31 0:00,2583
2023/1/31 0:00,2023/1/31 1:00,2579
2023/1/31 1:00,2023/1/31 2:00,2526
2023/1/31 2:00,2023/1/31 3:00,2347
2023/1/31 3:00,2023/1/31 4:00,2278
2023/1/31 4:00,2023/1/31 5:00,2072
2023/1/31 5:00,2023/1/31 6:00,1880
2023/1/31 6:00,2023/1/31 7:00,1721
2023/1/31 7:00,2023/1/31 8:00,1540
2023/1/31 8:00,2023/1/31 9:00,1241
2023/1/31 9:00,2023/1/31 10:00,1030
2023/1/31 10:00,2023/1/31 11:00,810
2023/1/31 11:00,2023/1/31 12:00,694
2023/1/31 12:00,2023/1/31 13:00,630
2023/1/31 13:00,2023/1/31 14:00,556
2023/1/31 14:00,2023/1/31 15:00,533
2023/1/31 15:00,2023/1/31 16:00,522
2023/1/31 16:00,2023/1/31 17:00,543
2023/1/31 17:00,2023/1/31 18:00,692
2023/1/31 18:00,2023/1/31 19:00,730
2023/1/31 19:00,2023/1/31 20:00,744
2023/1/31 20:00,2023/1/31 21:00,708
2023/1/31 21:00,2023/1/31 22:00,771
2023/1/31 22:00,2023/1/31 23:00,765
2023/1/31 23:00,2023/2/1 0:00,675
2023/2/1 0:00,2023/2/1 1:00,604
2023/2/1 1:00,2023/2/1 2:00,463
2023/2/1 2:00,2023/2/1 3:00,300
2023/2/1 3:00,2023/2/1 4:00,279
2023/2/1 4:00,2023/2/1 5:00,316
2023/2/1 5:00,2023/2/1 6:00,328
2023/2/1 6:00,2023/2/1 7:00,324
2023/2/1 7:00,2023/2/1 8:00,283
2023/2/1 8:00,2023/2/1 9:00,233
2023/2/1 9:00,2023/2/1 10:00,182
2023/2/1 10:00,2023/2/1 11:00,128
2023/2/1 11:00,2023/2/1 12:00,100
2023/2/1 12:00,2023/2/1 13:00,92
2023/2/1 13:00,2023/2/1 14:00,98
2023/2/1 14:00,2023/2/1 15:00,107
2023/2/1 15:00,2023/2/1 16:00,113
2023/2/1 16:00,2023/2/1 17:00,104
2023/2/1 17:00,2023/2/1 18:00,98
2023/2/1 18:00,2023/2/1 19:00,106
2023/2/1 19:00,2023/2/1 20:00,122
2023/2/1 20:00,2023/2/1 21:00,129
2023/2/1 21:00,2023/2/1 22:00,168
2023/2/1 22:00,2023/2/1 23:00,244
2023/2/1 23:00,2023/2/2 0:00,345
2023/2/2 0:00,2023/2/2 1:00,385
2023/2/2 1:00,2023/2/2 2:00,441
2023/2/2 2:00,2023/2/2 3:00,523
2023/2/2 3:00,2023/2/2 4:00,625
2023/2/2 4:00,2023/2/2 5:00,644
2023/2/2 5:00,2023/2/2 6:00,646
2023/2/2 6:00,2023/2/2 7:00,635
2023/2/2 7:00,2023/2/2 8:00,609
2023/2/2 8:00,2023/2/2 9:00,578
2023/2/2 9:00,2023/2/2 10:00,483
2023/2/2 10:00,2023/2/2 11:00,440
2023/2/2 11:00,2023/2/2 12:00,457
2023/2/2 12:00,2023/2/2 13:00,532
2023/2/2 13:00,2023/2/2 14:00,631
2023/2/2 14:00,2023/2/2 15:00,697
2023/2/2 15:00,2023/2/2 16:00,677
2023/2/2 16:00,2023/2/2 17:00,703
2023/2/2 17:00,2023/2/2 18:00,757
2023/2/2 18:00,2023/2/2 19:00,751
2023/2/2 19:00,2023/2/2 20:00,774
2023/2/2 20:00,2023/2/2 21:00,710
2023/2/2 21:00,2023/2/2 22:00,674
2023/2/2 22:00,2023/2/2 23:00,623
2023/2/2 23:00,2023/2/3 0:00,567
2023/2/3 0:00,2023/2/3 1:00,561
2023/2/3 1:00,2023/2/3 2:00,539
2023/2/3 2:00,2023/2/3 3:00,448
2023/2/3 3:00,2023/2/3 4:00,481
2023/2/3 4:00,2023/2/3 5:00,532
2023/2/3 5:00,2023/2/3 6:00,528
2023/2/3 6:00,2023/2/3 7:00,540
2023/2/3 7:00,2023/2/3 8:00,458
2023/2/3 8:00,2023/2/3 9:00,423
2023/2/3 9:00,2023/2/3 10:00,410
2023/2/3 10:00,2023/2/3 11:00,412
2023/2/3 11:00,2023/2/3 12:00,483
2023/2/3 12:00,2023/2/3 13:00,649
2023/2/3 13:00,2023/2/3 14:00,988
2023/2/3 14:00,2023/2/3 15:00,1349
2023/2/3 15:00,2023/2/3 16:00,1587
2023/2/3 16:00,2023/2/3 17:00,1686
2023/2/3 17:00,2023/2/3 18:00,1847
2023/2/3 18:00,2023/2/3 19:00,2083
2023/2/3 19:00,2023/2/3 20:00,2200
2023/2/3 20:00,2023/2/3 21:00,2150
2023/2/3 21:00,2023/2/3 22:00,2124
2023/2/3 22:00,2023/2/3 23:00,2192
2023/2/3 23:00,2023/2/4 0:00,2120
2023/2/4 0:00,2023/2/4 1:00,1925
2023/2/4 1:00,2023/2/4 2:00,1710
2023/2/4 2:00,2023/2/4 3:00,1510
2023/2/4 3:00,2023/2/4 4:00,1201
2023/2/4 4:00,2023/2/4 5:00,941
2023/2/4 5:00,2023/2/4 6:00,829
2023/2/4 6:00,2023/2/4 7:00,706
2023/2/4 7:00,2023/2/4 8:00,540
2023/2/4 8:00,2023/2/4 9:00,396
2023/2/4 9:00,2023/2/4 10:00,332
2023/2/4 10:00,2023/2/4 11:00,293
2023/2/4 11:00,2023/2/4 12:00,306
2023/2/4 12:00,2023/2/4 13:00,317
2023/2/4 13:00,2023/2/4 14:00,445
2023/2/4 14:00,2023/2/4 15:00,733
2023/2/4 15:00,2023/2/4 16:00,1077
2023/2/4 16:00,2023/2/4 17:00,1352
2023/2/4 17:00,2023/2/4 18:00,1796
2023/2/4 18:00,2023/2/4 19:00,2126
2023/2/4 19:00,2023/2/4 20:00,2362
2023/2/4 20:00,2023/2/4 21:00,2501
2023/2/4 21:00,2023/2/4 22:00,2494
2023/2/4 22:00,2023/2/4 23:00,2469
2023/2/4 23:00,2023/2/5 0:00,2645
2023/2/5 0:00,2023/2/5 1:00,2937
2023/2/5 1:00,2023/2/5 2:00,3405
2023/2/5 2:00,2023/2/5 3:00,3748
2023/2/5 3:00,2023/2/5 4:00,3847
2023/2/5 4:00,2023/2/5 5:00,3829
2023/2/5 5:00,2023/2/5 6:00,3605
2023/2/5 6:00,2023/2/5 7:00,3417
2023/2/5 7:00,2023/2/5 8:00,2989
2023/2/5 8:00,2023/2/5 9:00,2512
2023/2/5 9:00,2023/2/5 10:00,2124
2023/2/5 10:00,2023/2/5 11:00,1726
2023/2/5 11:00,2023/2/5 12:00,1566
2023/2/5 12:00,2023/2/5 13:00,1442
2023/2/5 13:00,2023/2/5 14:00,1453
2023/2/5 14:00,2023/2/5 15:00,1695
2023/2/5 15:00,2023/2/5 16:00,1814
2023/2/5 16:00,2023/2/5 17:00,1914
2023/2/5 17:00,2023/2/5 18:00,1857
2023/2/5 18:00,2023/2/5 19:00,1823
2023/2/5 19:00,2023/2/5 20:00,2076
2023/2/5 20:00,2023/2/5 21:00,2072
2023/2/5 21:00,2023/2/5 22:00,2059
2023/2/5 22:00,2023/2/5 23:00,1990
2023/2/5 23:00,2023/2/6 0:00,2103
2023/2/6 0:00,2023/2/6 1:00,2586
2023/2/6 1:00,2023/2/6 2:00,2528
2023/2/6 2:00,2023/2/6 3:00,2465
2023/2/6 3:00,2023/2/6 4:00,2481
2023/2/6 4:00,2023/2/6 5:00,2375
2023/2/6 5:00,2023/2/6 6:00,1792
2023/2/6 6:00,2023/2/6 7:00,1277
2023/2/6 7:00,2023/2/6 8:00,970
2023/2/6 8:00,2023/2/6 9:00,695
2023/2/6 9:00,2023/2/6 10:00,490
2023/2/6 10:00,2023/2/6 11:00,303
2023/2/6 11:00,2023/2/6 12:00,535
2023/2/6 12:00,2023/2/6 13:00,917
2023/2/6 13:00,2023/2/6 14:00,1698
2023/2/6 14:00,2023/2/6 15:00,2429
2023/2/6 15:00,2023/2/6 16:00,2951
2023/2/6 16:00,2023/2/6 17:00,3210
2023/2/6 17:00,2023/2/6 18:00,3365
2023/2/6 18:00,2023/2/6 19:00,3516
2023/2/6 19:00,2023/2/6 20:00,3638
2023/2/6 20:00,2023/2/6 21:00,3766
2023/2/6 21:00,2023/2/6 22:00,3760
2023/2/6 22:00,2023/2/6 23:00,3738
2023/2/6 23:00,2023/2/7 0:00,3666
2023/2/7 0:00,2023/2/7 1:00,3685
2023/2/7 1:00,2023/2/7 2:00,3692
2023/2/7 2:00,2023/2/7 3:00,3647
2023/2/7 3:00,2023/2/7 4:00,3602
2023/2/7 4:00,2023/2/7 5:00,3575
2023/2/7 5:00,2023/2/7 6:00,3605
2023/2/7 6:00,2023/2/7 7:00,3599
2023/2/7 7:00,2023/2/7 8:00,3534
2023/2/7 8:00,2023/2/7 9:00,3576
2023/2/7 9:00,2023/2/7 10:00,3695
2023/2/7 10:00,2023/2/7 11:00,3786
2023/2/7 11:00,2023/2/7 12:00,3892
2023/2/7 12:00,2023/2/7 13:00,3812
2023/2/7 13:00,2023/2/7 14:00,3639
2023/2/7 14:00,2023/2/7 15:00,3576
2023/2/7 15:00,2023/2/7 16:00,3526
2023/2/7 16:00,2023/2/7 17:00,3282
2023/2/7 17:00,2023/2/7 18:00,2862
2023/2/7 18:00,2023/2/7 19:00,2434
2023/2/7 19:00,2023/2/7 20:00,1967
2023/2/7 20:00,2023/2/7 21:00,1681
2023/2/7 21:00,2023/2/7 22:00,1467
2023/2/7 22:00,2023/2/7 23:00,1299
2023/2/7 23:00,2023/2/8 0:00,1121
2023/2/8 0:00,2023/2/8 1:00,988
2023/2/8 1:00,2023/2/8 2:00,922
2023/2/8 2:00,2023/2/8 3:00,807
2023/2/8 3:00,2023/2/8 4:00,815
2023/2/8 4:00,2023/2/8 5:00,914
2023/2/8 5:00,2023/2/8 6:00,1080
2023/2/8 6:00,2023/2/8 7:00,1224
2023/2/8 7:00,2023/2/8 8:00,1532
2023/2/8 8:00,2023/2/8 9:00,1801
2023/2/8 9:00,2023/2/8 10:00,2061
2023/2/8 10:00,2023/2/8 11:00,2302
2023/2/8 11:00,2023/2/8 12:00,2667
2023/2/8 12:00,2023/2/8 13:00,3273
2023/2/8 13:00,2023/2/8 14:00,3831
2023/2/8 14:00,2023/2/8 15:00,4103
2023/2/8 15:00,2023/2/8 16:00,4371
2023/2/8 16:00,2023/2/8 17:00,4530
2023/2/8 17:00,2023/2/8 18:00,4638
2023/2/8 18:00,2023/2/8 19:00,4712
2023/2/8 19:00,2023/2/8 20:00,4734
2023/2/8 20:00,2023/2/8 21:00,4729
2023/2/8 21:00,2023/2/8 22:00,4675
2023/2/8 22:00,2023/2/8 23:00,4692
2023/2/8 23:00,2023/2/9 0:00,4635
2023/2/9 0:00,2023/2/9 1:00,4616
2023/2/9 1:00,2023/2/9 2:00,4528
2023/2/9 2:00,2023/2/9 3:00,4473
2023/2/9 3:00,2023/2/9 4:00,4389
2023/2/9 4:00,2023/2/9 5:00,4320
2023/2/9 5:00,2023/2/9 6:00,4430
2023/2/9 6:00,2023/2/9 7:00,4470
2023/2/9 7:00,2023/2/9 8:00,4430
2023/2/9 8:00,2023/2/9 9:00,4420
2023/2/9 9:00,2023/2/9 10:00,4434
2023/2/9 10:00,2023/2/9 11:00,4429
2023/2/9 11:00,2023/2/9 12:00,4420
2023/2/9 12:00,2023/2/9 13:00,4457
2023/2/9 13:00,2023/2/9 14:00,4424
2023/2/9 14:00,2023/2/9 15:00,4461
2023/2/9 15:00,2023/2/9 16:00,4525
2023/2/9 16:00,2023/2/9 17:00,4502
2023/2/9 17:00,2023/2/9 18:00,4455
2023/2/9 18:00,2023/2/9 19:00,4421
2023/2/9 19:00,2023/2/9 20:00,4362
2023/2/9 20:00,2023/2/9 21:00,4273
2023/2/9 21:00,2023/2/9 22:00,4090
2023/2/9 22:00,2023/2/9 23:00,3838
2023/2/9 23:00,2023/2/10 0:00,3424
2023/2/10 0:00,2023/2/10 1:00,3043
2023/2/10 1:00,2023/2/10 2:00,2289
2023/2/10 2:00,2023/2/10 3:00,2233
2023/2/10 3:00,2023/2/10 4:00,2423
2023/2/10 4:00,2023/2/10 5:00,2404
2023/2/10 5:00,2023/2/10 6:00,2404
2023/2/10 6:00,2023/2/10 7:00,2476
2023/2/10 7:00,2023/2/10 8:00,2317
2023/2/10 8:00,2023/2/10 9:00,2890
2023/2/10 9:00,2023/2/10 10:00,3425
2023/2/10 10:00,2023/2/10 11:00,3996
2023/2/10 11:00,2023/2/10 12:00,4164
2023/2/10 12:00,2023/2/10 13:00,4132
2023/2/10 13:00,2023/2/10 14:00,4158
2023/2/10 14:00,2023/2/10 15:00,4156
2023/2/10 15:00,2023/2/10 16:00,4143
2023/2/10 16:00,2023/2/10 17:00,4127
2023/2/10 17:00,2023/2/10 18:00,4125
2023/2/10 18:00,2023/2/10 19:00,3951
2023/2/10 19:00,2023/2/10 20:00,3710
2023/2/10 20:00,2023/2/10 21:00,3569
2023/2/10 21:00,2023/2/10 22:00,3192
2023/2/10 22:00,2023/2/10 23:00,2844
2023/2/10 23:00,2023/2/11 0:00,2458
2023/2/11 0:00,2023/2/11 1:00,2249
2023/2/11 1:00,2023/2/11 2:00,2094
2023/2/11 2:00,2023/2/11 3:00,1944
2023/2/11 3:00,2023/2/11 4:00,1829
2023/2/11 4:00,2023/2/11 5:00,1965
2023/2/11 5:00,2023/2/11 6:00,2153
2023/2/11 6:00,2023/2/11 7:00,2380
2023/2/11 7:00,2023/2/11 8:00,2432
2023/2/11 8:00,2023/2/11 9:00,2319
2023/2/11 9:00,2023/2/11 10:00,2100
2023/2/11 10:00,2023/2/11 11:00,1755
2023/2/11 11:00,2023/2/11 12:00,1771
2023/2/11 12:00,2023/2/11 13:00,1862
2023/2/11 13:00,2023/2/11 14:00,1855
2023/2/11 14:00,2023/2/11 15:00,2218
2023/2/11 15:00,2023/2/11 16:00,2878
2023/2/11 16:00,2023/2/11 17:00,3412
2023/2/11 17:00,2023/2/11 18:00,3591
2023/2/11 18:00,2023/2/11 19:00,3506
2023/2/11 19:00,2023/2/11 20:00,3247
2023/2/11 20:00,2023/2/11 21:00,2929
2023/2/11 21:00,2023/2/11 22:00,2819
2023/2/11 22:00,2023/2/11 23:00,2546
2023/2/11 23:00,2023/2/12 0:00,2404
2023/2/12 0:00,2023/2/12 1:00,2343
2023/2/12 1:00,2023/2/12 2:00,2396
2023/2/12 2:00,2023/2/12 3:00,2443
2023/2/12 3:00,2023/2/12 4:00,2875
2023/2/12 4:00,2023/2/12 5:00,3522
2023/2/12 5:00,2023/2/12 6:00,3776
2023/2/12 6:00,2023/2/12 7:00,3912
2023/2/12 7:00,2023/2/12 8:00,3927
2023/2/12 8:00,2023/2/12 9:00,3976
2023/2/12 9:00,2023/2/12 10:00,4055
2023/2/12 10:00,2023/2/12 11:00,3978
2023/2/12 11:00,2023/2/12 12:00,4096
2023/2/12 12:00,2023/2/12 13:00,4339
2023/2/12 13:00,2023/2/12 14:00,4498
2023/2/12 14:00,2023/2/12 15:00,4597
2023/2/12 15:00,2023/2/12 16:00,4619
2023/2/12 16:00,2023/2/12 17:00,4639
2023/2/12 17:00,2023/2/12 18:00,4663
2023/2/12 18:00,2023/2/12 19:00,4657
2023/2/12 19:00,2023/2/12 20:00,4637
2023/2/12 20:00,2023/2/12 21:00,4658
2023/2/12 21:00,2023/2/12 22:00,4664
2023/2/12 22:00,2023/2/12 23:00,4667
2023/2/12 23:00,2023/2/13 0:00,4662
2023/2/13 0:00,2023/2/13 1:00,4650
2023/2/13 1:00,2023/2/13 2:00,4654
2023/2/13 2:00,2023/2/13 3:00,4664
2023/2/13 3:00,2023/2/13 4:00,4663
2023/2/13 4:00,2023/2/13 5:00,4656
2023/2/13 5:00,2023/2/13 6:00,4634
2023/2/13 6:00,2023/2/13 7:00,4636
2023/2/13 7:00,2023/2/13 8:00,4600
2023/2/13 8:00,2023/2/13 9:00,4516
2023/2/13 9:00,2023/2/13 10:00,4524
2023/2/13 10:00,2023/2/13 11:00,4490
2023/2/13 11:00,2023/2/13 12:00,4485
2023/2/13 12:00,2023/2/13 13:00,4518
2023/2/13 13:00,2023/2/13 14:00,4580
2023/2/13 14:00,2023/2/13 15:00,4579
2023/2/13 15:00,2023/2/13 16:00,4598
2023/2/13 16:00,2023/2/13 17:00,4616
2023/2/13 17:00,2023/2/13 18:00,4621
2023/2/13 18:00,2023/2/13 19:00,4561
2023/2/13 19:00,2023/2/13 20:00,4494
2023/2/13 20:00,2023/2/13 21:00,4398
2023/2/13 21:00,2023/2/13 22:00,4318
2023/2/13 22:00,2023/2/13 23:00,3932
2023/2/13 23:00,2023/2/14 0:00,3436
2023/2/14 0:00,2023/2/14 1:00,2681
2023/2/14 1:00,2023/2/14 2:00,1757
2023/2/14 2:00,2023/2/14 3:00,1009
2023/2/14 3:00,2023/2/14 4:00,517
2023/2/14 4:00,2023/2/14 5:00,344
2023/2/14 5:00,2023/2/14 6:00,641
2023/2/14 6:00,2023/2/14 7:00,1267
2023/2/14 7:00,2023/2/14 8:00,1800
2023/2/14 8:00,2023/2/14 9:00,2076
2023/2/14 9:00,2023/2/14 10:00,1839
2023/2/14 10:00,2023/2/14 11:00,1380
2023/2/14 11:00,2023/2/14 12:00,1119
2023/2/14 12:00,2023/2/14 13:00,979
2023/2/14 13:00,2023/2/14 14:00,1022
2023/2/14 14:00,2023/2/14 15:00,1090
2023/2/14 15:00,2023/2/14 16:00,1301
2023/2/14 16:00,2023/2/14 17:00,1536
2023/2/14 17:00,2023/2/14 18:00,1594
2023/2/14 18:00,2023/2/14 19:00,1483
2023/2/14 19:00,2023/2/14 20:00,1346
2023/2/14 20:00,2023/2/14 21:00,1167
2023/2/14 21:00,2023/2/14 22:00,1161
2023/2/14 22:00,2023/2/14 23:00,1048
2023/2/14 23:00,2023/2/15 0:00,901
2023/2/15 0:00,2023/2/15 1:00,890
2023/2/15 1:00,2023/2/15 2:00,844
2023/2/15 2:00,2023/2/15 3:00,852
2023/2/15 3:00,2023/2/15 4:00,847
2023/2/15 4:00,2023/2/15 5:00,1012
2023/2/15 5:00,2023/2/15 6:00,1192
2023/2/15 6:00,2023/2/15 7:00,1200
2023/2/15 7:00,2023/2/15 8:00,1082
2023/2/15 8:00,2023/2/15 9:00,913
2023/2/15 9:00,2023/2/15 10:00,767
2023/2/15 10:00,2023/2/15 11:00,744
2023/2/15 11:00,2023/2/15 12:00,752
2023/2/15 12:00,2023/2/15 13:00,780
2023/2/15 13:00,2023/2/15 14:00,883
2023/2/15 14:00,2023/2/15 15:00,1180
2023/2/15 15:00,2023/2/15 16:00,1553
2023/2/15 16:00,2023/2/15 17:00,1940
2023/2/15 17:00,2023/2/15 18:00,2356
2023/2/15 18:00,2023/2/15 19:00,2436
2023/2/15 19:00,2023/2/15 20:00,2375
2023/2/15 20:00,2023/2/15 21:00,2192
2023/2/15 21:00,2023/2/15 22:00,2062
2023/2/15 22:00,2023/2/15 23:00,2099
2023/2/15 23:00,2023/2/16 0:00,2284
2023/2/16 0:00,2023/2/16 1:00,2558
2023/2/16 1:00,2023/2/16 2:00,2707
2023/2/16 2:00,2023/2/16 3:00,2814
2023/2/16 3:00,2023/2/16 4:00,2893
2023/2/16 4:00,2023/2/16 5:00,3023
2023/2/16 5:00,2023/2/16 6:00,3210
2023/2/16 6:00,2023/2/16 7:00,3331
2023/2/16 7:00,2023/2/16 8:00,3326
2023/2/16 8:00,2023/2/16 9:00,3396
2023/2/16 9:00,2023/2/16 10:00,3375
2023/2/16 10:00,2023/2/16 11:00,3325
2023/2/16 11:00,2023/2/16 12:00,3401
2023/2/16 12:00,2023/2/16 13:00,3469
2023/2/16 13:00,2023/2/16 14:00,3488
2023/2/16 14:00,2023/2/16 15:00,3310
