Start time UTC,End time UTC,Wind Turbine (MWh/h),Solar Panel (MWh/h),Hydropower (MWh/h)
2023/3/25 22:00,2023/3/25 23:00,1752,0,527
2023/3/25 23:00,2023/3/26 0:00,1664,0,500
2023/3/26 0:00,2023/3/26 1:00,1498,0,450
2023/3/26 1:00,2023/3/26 2:00,1406,0,423
2023/3/26 2:00,2023/3/26 3:00,1292,0,389
2023/3/26 3:00,2023/3/26 4:00,1266,0,381
2023/3/26 4:00,2023/3/26 5:00,1319,1.7,397
2023/3/26 5:00,2023/3/26 6:00,1433,44.3,431
2023/3/26 6:00,2023/3/26 7:00,1303,97.3,392
2023/3/26 7:00,2023/3/26 8:00,1038,145.9,312
2023/3/26 8:00,2023/3/26 9:00,887,201.2,267
2023/3/26 9:00,2023/3/26 10:00,853,209.7,257
2023/3/26 10:00,2023/3/26 11:00,828,207.9,249
2023/3/26 11:00,2023/3/26 12:00,923,189.5,278
2023/3/26 12:00,2023/3/26 13:00,1136,142.4,342
2023/3/26 13:00,2023/3/26 14:00,1311,108.4,394
2023/3/26 14:00,2023/3/26 15:00,1437,76.1,432
2023/3/26 15:00,2023/3/26 16:00,1482,38.1,446
2023/3/26 16:00,2023/3/26 17:00,1662,1.5,500
2023/3/26 17:00,2023/3/26 18:00,2353,0,707
2023/3/26 18:00,2023/3/26 19:00,3126,0,939
2023/3/26 19:00,2023/3/26 20:00,3651,0,1096
2023/3/26 20:00,2023/3/26 21:00,3797,0,1140
2023/3/26 21:00,2023/3/26 22:00,3740,0,1123
2023/3/26 22:00,2023/3/26 23:00,3750,0,1126
2023/3/26 23:00,2023/3/27 0:00,3665,0,1101
2023/3/27 0:00,2023/3/27 1:00,3524,0,1058
2023/3/27 1:00,2023/3/27 2:00,3576,0,1074
2023/3/27 2:00,2023/3/27 3:00,3628,0,1089
2023/3/27 3:00,2023/3/27 4:00,3693,0,1109
2023/3/27 4:00,2023/3/27 5:00,3615,2.3,1086
2023/3/27 5:00,2023/3/27 6:00,3430,29.8,1030
2023/3/27 6:00,2023/3/27 7:00,3017,61.4,906
2023/3/27 7:00,2023/3/27 8:00,2362,87.9,710
2023/3/27 8:00,2023/3/27 9:00,2078,116.9,624
2023/3/27 9:00,2023/3/27 10:00,2342,126.8,704
2023/3/27 10:00,2023/3/27 11:00,2640,129.4,793
2023/3/27 11:00,2023/3/27 12:00,2815,113.1,846
2023/3/27 12:00,2023/3/27 13:00,2940,98.9,883
2023/3/27 13:00,2023/3/27 14:00,3094,76,929
2023/3/27 14:00,2023/3/27 15:00,3195,51.4,960
2023/3/27 15:00,2023/3/27 16:00,3213,26.4,965
2023/3/27 16:00,2023/3/27 17:00,3414,0,1025
2023/3/27 17:00,2023/3/27 18:00,3902,0,1172
2023/3/27 18:00,2023/3/27 19:00,4325,0,1299
2023/3/27 19:00,2023/3/27 20:00,4374,0,1313
2023/3/27 20:00,2023/3/27 21:00,4358,0,1308
2023/3/27 21:00,2023/3/27 22:00,4331,0,1300
2023/3/27 22:00,2023/3/27 23:00,4171,0,1252
2023/3/27 23:00,2023/3/28 0:00,4059,0,1219
2023/3/28 0:00,2023/3/28 1:00,3896,0,1170
2023/3/28 1:00,2023/3/28 2:00,3737,0,1122
2023/3/28 2:00,2023/3/28 3:00,3681,0,1105
2023/3/28 3:00,2023/3/28 4:00,3571,0,1072
2023/3/28 4:00,2023/3/28 5:00,3536,2.8,1062
2023/3/28 5:00,2023/3/28 6:00,3258,33.5,978
2023/3/28 6:00,2023/3/28 7:00,2699,66.7,811
2023/3/28 7:00,2023/3/28 8:00,2120,123.5,637
2023/3/28 8:00,2023/3/28 9:00,1925,160.7,579
2023/3/28 9:00,2023/3/28 10:00,2035,167.5,612
2023/3/28 10:00,2023/3/28 11:00,2230,164.3,670
2023/3/28 11:00,2023/3/28 12:00,2356,144.2,708
2023/3/28 12:00,2023/3/28 13:00,2419,138.4,727
2023/3/28 13:00,2023/3/28 14:00,2518,104.5,756
2023/3/28 14:00,2023/3/28 15:00,2291,77.1,688
2023/3/28 15:00,2023/3/28 16:00,1973,40.1,593
2023/3/28 16:00,2023/3/28 17:00,1935,0.5,582
2023/3/28 17:00,2023/3/28 18:00,1869,0,562
2023/3/28 18:00,2023/3/28 19:00,1992,0,599
2023/3/28 19:00,2023/3/28 20:00,1934,0,581
2023/3/28 20:00,2023/3/28 21:00,1688,0,507
2023/3/28 21:00,2023/3/28 22:00,1539,0,463
2023/3/28 22:00,2023/3/28 23:00,1420,0,427
2023/3/28 23:00,2023/3/29 0:00,1236,0,372
2023/3/29 0:00,2023/3/29 1:00,1067,0,321
2023/3/29 1:00,2023/3/29 2:00,898,0,270
2023/3/29 2:00,2023/3/29 3:00,854,0,257
2023/3/29 3:00,2023/3/29 4:00,864,0,260
2023/3/29 4:00,2023/3/29 5:00,894,4.1,269
2023/3/29 5:00,2023/3/29 6:00,764,36.9,230
2023/3/29 6:00,2023/3/29 7:00,553,70.9,167
2023/3/29 7:00,2023/3/29 8:00,421,112.7,127
2023/3/29 8:00,2023/3/29 9:00,442,149.9,134
2023/3/29 9:00,2023/3/29 10:00,514,160.4,155
2023/3/29 10:00,2023/3/29 11:00,616,177.7,186
2023/3/29 11:00,2023/3/29 12:00,747,171.9,225
2023/3/29 12:00,2023/3/29 13:00,874,164.5,263
2023/3/29 13:00,2023/3/29 14:00,839,133.1,253
2023/3/29 14:00,2023/3/29 15:00,799,93.5,241
2023/3/29 15:00,2023/3/29 16:00,708,62.9,213
2023/3/29 16:00,2023/3/29 17:00,676,3.1,204
2023/3/29 17:00,2023/3/29 18:00,831,0,250
2023/3/29 18:00,2023/3/29 19:00,990,0,298
2023/3/29 19:00,2023/3/29 20:00,1180,0,355
2023/3/29 20:00,2023/3/29 21:00,1475,0,444
2023/3/29 21:00,2023/3/29 22:00,1428,0,429
2023/3/29 22:00,2023/3/29 23:00,1211,0,364
2023/3/29 23:00,2023/3/30 0:00,1016,0,306
2023/3/30 0:00,2023/3/30 1:00,885,0,267
2023/3/30 1:00,2023/3/30 2:00,800,0,241
2023/3/30 2:00,2023/3/30 3:00,814,0,245
2023/3/30 3:00,2023/3/30 4:00,918,0,276
2023/3/30 4:00,2023/3/30 5:00,1064,14.9,320
2023/3/30 5:00,2023/3/30 6:00,1137,87.9,342
2023/3/30 6:00,2023/3/30 7:00,1032,160.2,311
2023/3/30 7:00,2023/3/30 8:00,777,233.2,234
2023/3/30 8:00,2023/3/30 9:00,914,279,275
2023/3/30 9:00,2023/3/30 10:00,1320,290.1,397
2023/3/30 10:00,2023/3/30 11:00,1511,317.6,454
2023/3/30 11:00,2023/3/30 12:00,1717,297,516
2023/3/30 12:00,2023/3/30 13:00,2110,268.9,634
2023/3/30 13:00,2023/3/30 14:00,2161,215.2,649
2023/3/30 14:00,2023/3/30 15:00,2120,156,637
2023/3/30 15:00,2023/3/30 16:00,2243,90.6,674
2023/3/30 16:00,2023/3/30 17:00,2148,5.9,645
2023/3/30 17:00,2023/3/30 18:00,2476,0,744
2023/3/30 18:00,2023/3/30 19:00,3076,0,924
2023/3/30 19:00,2023/3/30 20:00,3545,0,1065
2023/3/30 20:00,2023/3/30 21:00,3717,0,1116
2023/3/30 21:00,2023/3/30 22:00,3740,0,1123
2023/3/30 22:00,2023/3/30 23:00,3716,0,1116
2023/3/30 23:00,2023/3/31 0:00,3729,0,1120
2023/3/31 0:00,2023/3/31 1:00,3768,0,1131
2023/3/31 1:00,2023/3/31 2:00,3736,0,1122
2023/3/31 2:00,2023/3/31 3:00,3737,0,1122
2023/3/31 3:00,2023/3/31 4:00,3711,0,1114
2023/3/31 4:00,2023/3/31 5:00,3561,16.1,1069
2023/3/31 5:00,2023/3/31 6:00,2989,92.9,898
2023/3/31 6:00,2023/3/31 7:00,2132,161.3,641
2023/3/31 7:00,2023/3/31 8:00,1694,228.2,509
2023/3/31 8:00,2023/3/31 9:00,1594,279,479
2023/3/31 9:00,2023/3/31 10:00,1560,305.7,469
2023/3/31 10:00,2023/3/31 11:00,1598,313.1,480
2023/3/31 11:00,2023/3/31 12:00,1535,296.3,462
2023/3/31 12:00,2023/3/31 13:00,1325,314.9,399
2023/3/31 13:00,2023/3/31 14:00,1320,255.9,397
2023/3/31 14:00,2023/3/31 15:00,1239,181.6,373
2023/3/31 15:00,2023/3/31 16:00,1223,112.3,368
2023/3/31 16:00,2023/3/31 17:00,1156,12.3,348
2023/3/31 17:00,2023/3/31 18:00,1201,0,361
2023/3/31 18:00,2023/3/31 19:00,1305,0,393
2023/3/31 19:00,2023/3/31 20:00,1337,0,402
2023/3/31 20:00,2023/3/31 21:00,1686,0,507
2023/3/31 21:00,2023/3/31 22:00,2284,0,686
2023/3/31 22:00,2023/3/31 23:00,2680,0,805
2023/3/31 23:00,2023/4/1 0:00,2858,0,858
2023/4/1 0:00,2023/4/1 1:00,3088,0,927
2023/4/1 1:00,2023/4/1 2:00,3416,0,1026
2023/4/1 2:00,2023/4/1 3:00,3693,0,1109
2023/4/1 3:00,2023/4/1 4:00,3987,0,1197
2023/4/1 4:00,2023/4/1 5:00,3950,27.6,1186
2023/4/1 5:00,2023/4/1 6:00,3223,117.7,968
2023/4/1 6:00,2023/4/1 7:00,1697,204.8,510
2023/4/1 7:00,2023/4/1 8:00,963,284.7,290
2023/4/1 8:00,2023/4/1 9:00,861,350.5,259
2023/4/1 9:00,2023/4/1 10:00,1140,386.8,343
2023/4/1 10:00,2023/4/1 11:00,1428,393.3,429
2023/4/1 11:00,2023/4/1 12:00,1503,373,452
2023/4/1 12:00,2023/4/1 13:00,1512,335.8,455
2023/4/1 13:00,2023/4/1 14:00,1484,265.4,446
2023/4/1 14:00,2023/4/1 15:00,1406,189.2,423
2023/4/1 15:00,2023/4/1 16:00,1395,120.2,420
2023/4/1 16:00,2023/4/1 17:00,1337,15.5,402
2023/4/1 17:00,2023/4/1 18:00,1577,0,474
2023/4/1 18:00,2023/4/1 19:00,1802,0,542
2023/4/1 19:00,2023/4/1 20:00,2272,0,683
2023/4/1 20:00,2023/4/1 21:00,2764,0,830
2023/4/1 21:00,2023/4/1 22:00,3032,0,911
2023/4/1 22:00,2023/4/1 23:00,3366,0,1011
2023/4/1 23:00,2023/4/2 0:00,3562,0,1070
2023/4/2 0:00,2023/4/2 1:00,3618,0,1086
2023/4/2 1:00,2023/4/2 2:00,3764,0,1130
2023/4/2 2:00,2023/4/2 3:00,3731,0,1120
2023/4/2 3:00,2023/4/2 4:00,3766,0,1131
2023/4/2 4:00,2023/4/2 5:00,3546,31.7,1065
2023/4/2 5:00,2023/4/2 6:00,2800,122,841
2023/4/2 6:00,2023/4/2 7:00,1722,209.5,518
2023/4/2 7:00,2023/4/2 8:00,1230,287.7,370
2023/4/2 8:00,2023/4/2 9:00,1454,353.5,437
2023/4/2 9:00,2023/4/2 10:00,1699,390.5,511
2023/4/2 10:00,2023/4/2 11:00,1742,394.8,524
2023/4/2 11:00,2023/4/2 12:00,2031,373.9,610
2023/4/2 12:00,2023/4/2 13:00,2224,324.2,668
2023/4/2 13:00,2023/4/2 14:00,2288,250.9,687
2023/4/2 14:00,2023/4/2 15:00,2151,169.6,646
2023/4/2 15:00,2023/4/2 16:00,1889,103.1,568
2023/4/2 16:00,2023/4/2 17:00,1656,17,498
2023/4/2 17:00,2023/4/2 18:00,1747,0,525
2023/4/2 18:00,2023/4/2 19:00,2085,0,627
2023/4/2 19:00,2023/4/2 20:00,2221,0,667
2023/4/2 20:00,2023/4/2 21:00,2122,0,638
2023/4/2 21:00,2023/4/2 22:00,1935,0,582
2023/4/2 22:00,2023/4/2 23:00,1691,0,508
2023/4/2 23:00,2023/4/3 0:00,1441,0,433
2023/4/3 0:00,2023/4/3 1:00,1208,0,363
2023/4/3 1:00,2023/4/3 2:00,1004,0,302
2023/4/3 2:00,2023/4/3 3:00,758,0,228
2023/4/3 3:00,2023/4/3 4:00,618,0,186
2023/4/3 4:00,2023/4/3 5:00,506,38.2,153
2023/4/3 5:00,2023/4/3 6:00,360,127,109
2023/4/3 6:00,2023/4/3 7:00,248,211.9,75
2023/4/3 7:00,2023/4/3 8:00,148,294.7,45
2023/4/3 8:00,2023/4/3 9:00,178,360.1,54
2023/4/3 9:00,2023/4/3 10:00,263,400.8,80
2023/4/3 10:00,2023/4/3 11:00,247,412.9,75
2023/4/3 11:00,2023/4/3 12:00,233,397.5,71
2023/4/3 12:00,2023/4/3 13:00,269,351.2,82
2023/4/3 13:00,2023/4/3 14:00,280,281.9,85
2023/4/3 14:00,2023/4/3 15:00,248,199.3,75
2023/4/3 15:00,2023/4/3 16:00,219,110.5,67
2023/4/3 16:00,2023/4/3 17:00,235,23.5,72
2023/4/3 17:00,2023/4/3 18:00,308,0,93
2023/4/3 18:00,2023/4/3 19:00,339,0,103
2023/4/3 19:00,2023/4/3 20:00,340,0,103
2023/4/3 20:00,2023/4/3 21:00,384,0,116
2023/4/3 21:00,2023/4/3 22:00,414,0,125
2023/4/3 22:00,2023/4/3 23:00,424,0,128
2023/4/3 23:00,2023/4/4 0:00,402,0,122
2023/4/4 0:00,2023/4/4 1:00,410,0,124
2023/4/4 1:00,2023/4/4 2:00,433,0,131
2023/4/4 2:00,2023/4/4 3:00,453,0,137
2023/4/4 3:00,2023/4/4 4:00,465,0,141
2023/4/4 4:00,2023/4/4 5:00,477,40.9,144
2023/4/4 5:00,2023/4/4 6:00,433,128.2,131
2023/4/4 6:00,2023/4/4 7:00,315,214.8,96
2023/4/4 7:00,2023/4/4 8:00,191,282.9,58
2023/4/4 8:00,2023/4/4 9:00,111,348.9,34
2023/4/4 9:00,2023/4/4 10:00,86,391.4,27
2023/4/4 10:00,2023/4/4 11:00,69,403.7,22
2023/4/4 11:00,2023/4/4 12:00,76,378.9,24
2023/4/4 12:00,2023/4/4 13:00,128,343.8,39
2023/4/4 13:00,2023/4/4 14:00,142,270.9,44
2023/4/4 14:00,2023/4/4 15:00,156,183.1,48
2023/4/4 15:00,2023/4/4 16:00,165,102.7,51
2023/4/4 16:00,2023/4/4 17:00,178,20.8,54
2023/4/4 17:00,2023/4/4 18:00,266,0,81
2023/4/4 18:00,2023/4/4 19:00,358,0,108
2023/4/4 19:00,2023/4/4 20:00,430,0,130
2023/4/4 20:00,2023/4/4 21:00,513,0,155
2023/4/4 21:00,2023/4/4 22:00,612,0,185
2023/4/4 22:00,2023/4/4 23:00,609,0,184
2023/4/4 23:00,2023/4/5 0:00,489,0,148
2023/4/5 0:00,2023/4/5 1:00,428,0,129
2023/4/5 1:00,2023/4/5 2:00,425,0,129
2023/4/5 2:00,2023/4/5 3:00,476,0,144
2023/4/5 3:00,2023/4/5 4:00,529,0,160
2023/4/5 4:00,2023/4/5 5:00,645,34.3,195
2023/4/5 5:00,2023/4/5 6:00,719,108.1,217
2023/4/5 6:00,2023/4/5 7:00,596,172.3,180
2023/4/5 7:00,2023/4/5 8:00,336,220.8,102
2023/4/5 8:00,2023/4/5 9:00,325,272.5,99
2023/4/5 9:00,2023/4/5 10:00,336,305.1,102
2023/4/5 10:00,2023/4/5 11:00,368,315.3,111
2023/4/5 11:00,2023/4/5 12:00,424,302.2,128
2023/4/5 12:00,2023/4/5 13:00,409,244.7,124
2023/4/5 13:00,2023/4/5 14:00,401,214.7,121
2023/4/5 14:00,2023/4/5 15:00,388,157.3,117
2023/4/5 15:00,2023/4/5 16:00,402,82.2,122
2023/4/5 16:00,2023/4/5 17:00,486,16.5,147
2023/4/5 17:00,2023/4/5 18:00,787,0,237
2023/4/5 18:00,2023/4/5 19:00,1400,0,421
2023/4/5 19:00,2023/4/5 20:00,1953,0,587
2023/4/5 20:00,2023/4/5 21:00,2179,0,655
2023/4/5 21:00,2023/4/5 22:00,2054,0,617
2023/4/5 22:00,2023/4/5 23:00,1757,0,528
2023/4/5 23:00,2023/4/6 0:00,1672,0,503
2023/4/6 0:00,2023/4/6 1:00,1595,0,480
2023/4/6 1:00,2023/4/6 2:00,1394,0,419
2023/4/6 2:00,2023/4/6 3:00,1118,0,336
2023/4/6 3:00,2023/4/6 4:00,926,0,279
2023/4/6 4:00,2023/4/6 5:00,828,37.3,249
2023/4/6 5:00,2023/4/6 6:00,791,107.3,238
2023/4/6 6:00,2023/4/6 7:00,664,186.3,200
2023/4/6 7:00,2023/4/6 8:00,323,244.5,98
2023/4/6 8:00,2023/4/6 9:00,401,313.8,121
2023/4/6 9:00,2023/4/6 10:00,597,347.5,180
2023/4/6 10:00,2023/4/6 11:00,668,369.8,201
2023/4/6 11:00,2023/4/6 12:00,636,317.1,192
2023/4/6 12:00,2023/4/6 13:00,565,279.7,171
2023/4/6 13:00,2023/4/6 14:00,533,240.7,161
2023/4/6 14:00,2023/4/6 15:00,580,172.5,175
2023/4/6 15:00,2023/4/6 16:00,756,104,228
2023/4/6 16:00,2023/4/6 17:00,1169,26.6,352
2023/4/6 17:00,2023/4/6 18:00,2012,0,605
2023/4/6 18:00,2023/4/6 19:00,3024,0,908
2023/4/6 19:00,2023/4/6 20:00,3725,0,1119
2023/4/6 20:00,2023/4/6 21:00,4222,0,1268
2023/4/6 21:00,2023/4/6 22:00,4147,0,1245
2023/4/6 22:00,2023/4/6 23:00,3943,0,1184
2023/4/6 23:00,2023/4/7 0:00,3801,0,1141
2023/4/7 0:00,2023/4/7 1:00,3745,0,1125
2023/4/7 1:00,2023/4/7 2:00,3637,0,1092
2023/4/7 2:00,2023/4/7 3:00,3538,0,1062
2023/4/7 3:00,2023/4/7 4:00,3250,0,976
2023/4/7 4:00,2023/4/7 5:00,2806,47.6,843
2023/4/7 5:00,2023/4/7 6:00,1929,127.4,580
2023/4/7 6:00,2023/4/7 7:00,889,204.1,268
2023/4/7 7:00,2023/4/7 8:00,498,277.9,150
2023/4/7 8:00,2023/4/7 9:00,611,339.4,184
2023/4/7 9:00,2023/4/7 10:00,958,381.1,288
2023/4/7 10:00,2023/4/7 11:00,1159,389.3,349
2023/4/7 11:00,2023/4/7 12:00,1263,363.7,380
2023/4/7 12:00,2023/4/7 13:00,1323,327.5,398
2023/4/7 13:00,2023/4/7 14:00,1160,262.8,349
2023/4/7 14:00,2023/4/7 15:00,1141,188,343
2023/4/7 15:00,2023/4/7 16:00,1301,107.3,391
2023/4/7 16:00,2023/4/7 17:00,1313,29.4,395
2023/4/7 17:00,2023/4/7 18:00,1428,0,429
2023/4/7 18:00,2023/4/7 19:00,1457,0,438
2023/4/7 19:00,2023/4/7 20:00,1507,0,453
2023/4/7 20:00,2023/4/7 21:00,1579,0,475
2023/4/7 21:00,2023/4/7 22:00,1520,0,457
2023/4/7 22:00,2023/4/7 23:00,1441,0,433
2023/4/7 23:00,2023/4/8 0:00,1152,0,347
2023/4/8 0:00,2023/4/8 1:00,1067,0,321
2023/4/8 1:00,2023/4/8 2:00,867,0,261
2023/4/8 2:00,2023/4/8 3:00,693,0,209
2023/4/8 3:00,2023/4/8 4:00,620,0,187
2023/4/8 4:00,2023/4/8 5:00,537,54.3,162
2023/4/8 5:00,2023/4/8 6:00,672,139.6,203
2023/4/8 6:00,2023/4/8 7:00,586,220.6,177
2023/4/8 7:00,2023/4/8 8:00,330,302.7,100
2023/4/8 8:00,2023/4/8 9:00,290,364.1,88
2023/4/8 9:00,2023/4/8 10:00,297,389.4,90
2023/4/8 10:00,2023/4/8 11:00,274,386.3,83
2023/4/8 11:00,2023/4/8 12:00,281,359.3,85
2023/4/8 12:00,2023/4/8 13:00,290,325.7,88
2023/4/8 13:00,2023/4/8 14:00,291,241.1,88
2023/4/8 14:00,2023/4/8 15:00,238,169.9,72
2023/4/8 15:00,2023/4/8 16:00,191,95.9,58
2023/4/8 16:00,2023/4/8 17:00,192,29.8,59
2023/4/8 17:00,2023/4/8 18:00,320,0,97
2023/4/8 18:00,2023/4/8 19:00,419,0,127
2023/4/8 19:00,2023/4/8 20:00,486,0,147
2023/4/8 20:00,2023/4/8 21:00,532,0,161
2023/4/8 21:00,2023/4/8 22:00,580,0,175
2023/4/8 22:00,2023/4/8 23:00,612,0,185
2023/4/8 23:00,2023/4/9 0:00,651,0,196
2023/4/9 0:00,2023/4/9 1:00,740,0,223
2023/4/9 1:00,2023/4/9 2:00,803,0,242
2023/4/9 2:00,2023/4/9 3:00,951,0,286
2023/4/9 3:00,2023/4/9 4:00,1020,0.1,307
2023/4/9 4:00,2023/4/9 5:00,1046,58.7,315
2023/4/9 5:00,2023/4/9 6:00,838,145.7,252
2023/4/9 6:00,2023/4/9 7:00,413,224.7,125
2023/4/9 7:00,2023/4/9 8:00,136,302.4,42
2023/4/9 8:00,2023/4/9 9:00,138,369.2,42
2023/4/9 9:00,2023/4/9 10:00,262,395.8,80
2023/4/9 10:00,2023/4/9 11:00,332,392.1,101
2023/4/9 11:00,2023/4/9 12:00,370,338.3,112
2023/4/9 12:00,2023/4/9 13:00,372,295.8,113
2023/4/9 13:00,2023/4/9 14:00,404,234.4,122
2023/4/9 14:00,2023/4/9 15:00,432,165.9,131
2023/4/9 15:00,2023/4/9 16:00,435,97.9,132
2023/4/9 16:00,2023/4/9 17:00,531,29.9,160
2023/4/9 17:00,2023/4/9 18:00,980,0,295
2023/4/9 18:00,2023/4/9 19:00,1604,0,482
2023/4/9 19:00,2023/4/9 20:00,2125,0,639
2023/4/9 20:00,2023/4/9 21:00,2301,0,691
2023/4/9 21:00,2023/4/9 22:00,2295,0,690
2023/4/9 22:00,2023/4/9 23:00,2171,0,652
2023/4/9 23:00,2023/4/10 0:00,1954,0,587
2023/4/10 0:00,2023/4/10 1:00,1809,0,544
2023/4/10 1:00,2023/4/10 2:00,1688,0,507
2023/4/10 2:00,2023/4/10 3:00,1530,0,460
2023/4/10 3:00,2023/4/10 4:00,1129,1.2,340
2023/4/10 4:00,2023/4/10 5:00,731,62.6,220
2023/4/10 5:00,2023/4/10 6:00,420,149,127
2023/4/10 6:00,2023/4/10 7:00,130,231.6,40
2023/4/10 7:00,2023/4/10 8:00,31,307,10
2023/4/10 8:00,2023/4/10 9:00,37,386.2,12
2023/4/10 9:00,2023/4/10 10:00,136,419.8,42
2023/4/10 10:00,2023/4/10 11:00,223,415.3,68
2023/4/10 11:00,2023/4/10 12:00,265,381.9,81
2023/4/10 12:00,2023/4/10 13:00,242,336.7,74
2023/4/10 13:00,2023/4/10 14:00,227,260.9,69
2023/4/10 14:00,2023/4/10 15:00,153,184.9,47
2023/4/10 15:00,2023/4/10 16:00,106,109.9,33
2023/4/10 16:00,2023/4/10 17:00,71,36.3,22
2023/4/10 17:00,2023/4/10 18:00,256,0,78
2023/4/10 18:00,2023/4/10 19:00,497,0,150
2023/4/10 19:00,2023/4/10 20:00,481,0,145
2023/4/10 20:00,2023/4/10 21:00,455,0,138
2023/4/10 21:00,2023/4/10 22:00,419,0,127
2023/4/10 22:00,2023/4/10 23:00,452,0,137
2023/4/10 23:00,2023/4/11 0:00,511,0,154
2023/4/11 0:00,2023/4/11 1:00,618,0,186
2023/4/11 1:00,2023/4/11 2:00,669,0,202
2023/4/11 2:00,2023/4/11 3:00,735,0,222
2023/4/11 3:00,2023/4/11 4:00,672,1,203
2023/4/11 4:00,2023/4/11 5:00,584,46.1,176
2023/4/11 5:00,2023/4/11 6:00,461,103.4,139
2023/4/11 6:00,2023/4/11 7:00,270,160.2,82
2023/4/11 7:00,2023/4/11 8:00,120,225.4,37
2023/4/11 8:00,2023/4/11 9:00,78,325.2,24
2023/4/11 9:00,2023/4/11 10:00,109,338.2,34
2023/4/11 10:00,2023/4/11 11:00,175,348.1,54
2023/4/11 11:00,2023/4/11 12:00,233,284,71
2023/4/11 12:00,2023/4/11 13:00,237,255.4,72
2023/4/11 13:00,2023/4/11 14:00,237,210.4,72
2023/4/11 14:00,2023/4/11 15:00,280,152.6,85
2023/4/11 15:00,2023/4/11 16:00,333,91.4,101
2023/4/11 16:00,2023/4/11 17:00,491,34.6,148
2023/4/11 17:00,2023/4/11 18:00,813,0,245
2023/4/11 18:00,2023/4/11 19:00,1237,0,372
2023/4/11 19:00,2023/4/11 20:00,1497,0,450
2023/4/11 20:00,2023/4/11 21:00,1488,0,447
2023/4/11 21:00,2023/4/11 22:00,1338,0,402
2023/4/11 22:00,2023/4/11 23:00,1046,0,315
2023/4/11 23:00,2023/4/12 0:00,804,0,242
2023/4/12 0:00,2023/4/12 1:00,544,0,164
2023/4/12 1:00,2023/4/12 2:00,374,0,113
2023/4/12 2:00,2023/4/12 3:00,334,0,101
2023/4/12 3:00,2023/4/12 4:00,312,1.6,95
2023/4/12 4:00,2023/4/12 5:00,325,49.3,99
2023/4/12 5:00,2023/4/12 6:00,326,113.7,99
2023/4/12 6:00,2023/4/12 7:00,307,177.7,93
2023/4/12 7:00,2023/4/12 8:00,274,266.6,83
2023/4/12 8:00,2023/4/12 9:00,258,362.5,78
2023/4/12 9:00,2023/4/12 10:00,293,394.1,89
2023/4/12 10:00,2023/4/12 11:00,357,404.8,108
2023/4/12 11:00,2023/4/12 12:00,452,368.9,137
2023/4/12 12:00,2023/4/12 13:00,518,326.1,156
2023/4/12 13:00,2023/4/12 14:00,678,255.6,204
2023/4/12 14:00,2023/4/12 15:00,935,174.7,282
2023/4/12 15:00,2023/4/12 16:00,1265,106.4,381
2023/4/12 16:00,2023/4/12 17:00,1850,43.7,556
2023/4/12 17:00,2023/4/12 18:00,2678,0,804
2023/4/12 18:00,2023/4/12 19:00,3325,0,999
2023/4/12 19:00,2023/4/12 20:00,3592,0,1079
2023/4/12 20:00,2023/4/12 21:00,3677,0,1104
2023/4/12 21:00,2023/4/12 22:00,3997,0,1200
2023/4/12 22:00,2023/4/12 23:00,4052,0,1217
2023/4/12 23:00,2023/4/13 0:00,4086,0,1227
2023/4/13 0:00,2023/4/13 1:00,4104,0,1232
2023/4/13 1:00,2023/4/13 2:00,4379,0,1315
2023/4/13 2:00,2023/4/13 3:00,4388,0,1317
2023/4/13 3:00,2023/4/13 4:00,4431,3.6,1330
2023/4/13 4:00,2023/4/13 5:00,4253,55.3,1277
2023/4/13 5:00,2023/4/13 6:00,3701,111.2,1111
2023/4/13 6:00,2023/4/13 7:00,3184,164.5,956
2023/4/13 7:00,2023/4/13 8:00,2929,210.7,880
2023/4/13 8:00,2023/4/13 9:00,2839,309.4,853
2023/4/13 9:00,2023/4/13 10:00,2980,319.4,895
2023/4/13 10:00,2023/4/13 11:00,3175,322.7,954
2023/4/13 11:00,2023/4/13 12:00,3294,240.3,989
2023/4/13 12:00,2023/4/13 13:00,3398,245.7,1020
2023/4/13 13:00,2023/4/13 14:00,3451,199.5,1036
2023/4/13 14:00,2023/4/13 15:00,3412,146.3,1025
2023/4/13 15:00,2023/4/13 16:00,3538,94.8,1062
2023/4/13 16:00,2023/4/13 17:00,3624,39.8,1088
2023/4/13 17:00,2023/4/13 18:00,3855,0,1158
2023/4/13 18:00,2023/4/13 19:00,4354,0,1307
2023/4/13 19:00,2023/4/13 20:00,4556,0,1368
2023/4/13 20:00,2023/4/13 21:00,4616,0,1386
2023/4/13 21:00,2023/4/13 22:00,4573,0,1373
2023/4/13 22:00,2023/4/13 23:00,4443,0,1334
2023/4/13 23:00,2023/4/14 0:00,4181,0,1255
2023/4/14 0:00,2023/4/14 1:00,4097,0,1230
2023/4/14 1:00,2023/4/14 2:00,4090,0,1228
2023/4/14 2:00,2023/4/14 3:00,4028,0,1209
2023/4/14 3:00,2023/4/14 4:00,3886,6.1,1167
2023/4/14 4:00,2023/4/14 5:00,3343,74.4,1004
2023/4/14 5:00,2023/4/14 6:00,2336,161.3,702
2023/4/14 6:00,2023/4/14 7:00,1697,238,510
2023/4/14 7:00,2023/4/14 8:00,1608,309.1,483
2023/4/14 8:00,2023/4/14 9:00,1818,380.9,546
2023/4/14 9:00,2023/4/14 10:00,1963,436.2,590
