Start time UTC,End time UTC,Wind Turbine (MWh/h),Solar Panel (MWh/h),Hydropower (MWh/h)
2023/4/14 10:00,2023/4/14 11:00,1962,449.1,590
2023/4/14 11:00,2023/4/14 12:00,1994,413.4,599
2023/4/14 12:00,2023/4/14 13:00,2088,374.2,627
2023/4/14 13:00,2023/4/14 14:00,2207,310.9,663
2023/4/14 14:00,2023/4/14 15:00,2284,228,686
2023/4/14 15:00,2023/4/14 16:00,2269,143.9,682
2023/4/14 16:00,2023/4/14 17:00,2168,60.3,651
2023/4/14 17:00,2023/4/14 18:00,2517,0.3,756
2023/4/14 18:00,2023/4/14 19:00,3408,0,1023
2023/4/14 19:00,2023/4/14 20:00,3933,0,1181
2023/4/14 20:00,2023/4/14 21:00,4050,0,1216
2023/4/14 21:00,2023/4/14 22:00,4004,0,1202
2023/4/14 22:00,2023/4/14 23:00,3752,0,1127
2023/4/14 23:00,2023/4/15 0:00,3491,0,1048
2023/4/15 0:00,2023/4/15 1:00,3268,0,981
2023/4/15 1:00,2023/4/15 2:00,2950,0,886
2023/4/15 2:00,2023/4/15 3:00,2508,0,753
2023/4/15 3:00,2023/4/15 4:00,2309,8.3,694
2023/4/15 4:00,2023/4/15 5:00,1849,80.3,556
2023/4/15 5:00,2023/4/15 6:00,955,164.4,288
2023/4/15 6:00,2023/4/15 7:00,332,242,101
2023/4/15 7:00,2023/4/15 8:00,252,319.6,77
2023/4/15 8:00,2023/4/15 9:00,532,393.6,161
2023/4/15 9:00,2023/4/15 10:00,724,416.8,218
2023/4/15 10:00,2023/4/15 11:00,650,422.8,196
2023/4/15 11:00,2023/4/15 12:00,442,411.4,134
2023/4/15 12:00,2023/4/15 13:00,315,373.8,96
2023/4/15 13:00,2023/4/15 14:00,252,311.5,77
2023/4/15 14:00,2023/4/15 15:00,238,228.7,72
2023/4/15 15:00,2023/4/15 16:00,246,145.3,75
2023/4/15 16:00,2023/4/15 17:00,332,64,101
2023/4/15 17:00,2023/4/15 18:00,553,0.3,167
2023/4/15 18:00,2023/4/15 19:00,865,0,261
2023/4/15 19:00,2023/4/15 20:00,1061,0,319
2023/4/15 20:00,2023/4/15 21:00,1158,0,348
2023/4/15 21:00,2023/4/15 22:00,1260,0,379
2023/4/15 22:00,2023/4/15 23:00,1334,0,401
2023/4/15 23:00,2023/4/16 0:00,1177,0,354
2023/4/16 0:00,2023/4/16 1:00,868,0,261
2023/4/16 1:00,2023/4/16 2:00,548,0,165
2023/4/16 2:00,2023/4/16 3:00,317,0,96
2023/4/16 3:00,2023/4/16 4:00,181,9.1,55
2023/4/16 4:00,2023/4/16 5:00,184,92.5,56
2023/4/16 5:00,2023/4/16 6:00,178,185.6,54
2023/4/16 6:00,2023/4/16 7:00,87,270.1,27
2023/4/16 7:00,2023/4/16 8:00,82,353.3,26
2023/4/16 8:00,2023/4/16 9:00,142,418.2,44
2023/4/16 9:00,2023/4/16 10:00,118,458.3,36
2023/4/16 10:00,2023/4/16 11:00,78,466.1,24
2023/4/16 11:00,2023/4/16 12:00,68,436.5,21
2023/4/16 12:00,2023/4/16 13:00,94,389.3,29
2023/4/16 13:00,2023/4/16 14:00,143,322,44
2023/4/16 14:00,2023/4/16 15:00,190,237.1,58
2023/4/16 15:00,2023/4/16 16:00,169,151.7,52
2023/4/16 16:00,2023/4/16 17:00,180,67.6,55
2023/4/16 17:00,2023/4/16 18:00,290,1.1,88
2023/4/16 18:00,2023/4/16 19:00,439,0,133
2023/4/16 19:00,2023/4/16 20:00,460,0,139
2023/4/16 20:00,2023/4/16 21:00,418,0,126
2023/4/16 21:00,2023/4/16 22:00,328,0,99
2023/4/16 22:00,2023/4/16 23:00,229,0,70
2023/4/16 23:00,2023/4/17 0:00,137,0,42
2023/4/17 0:00,2023/4/17 1:00,78,0,24
2023/4/17 1:00,2023/4/17 2:00,61,0,19
2023/4/17 2:00,2023/4/17 3:00,91,0,28
2023/4/17 3:00,2023/4/17 4:00,147,14.1,45
2023/4/17 4:00,2023/4/17 5:00,151,92.9,46
2023/4/17 5:00,2023/4/17 6:00,116,181.7,36
2023/4/17 6:00,2023/4/17 7:00,52,270.5,17
2023/4/17 7:00,2023/4/17 8:00,20,351.1,7
2023/4/17 8:00,2023/4/17 9:00,30,419.3,10
2023/4/17 9:00,2023/4/17 10:00,67,458,21
2023/4/17 10:00,2023/4/17 11:00,125,459,39
2023/4/17 11:00,2023/4/17 12:00,255,422.8,78
2023/4/17 12:00,2023/4/17 13:00,409,373.2,124
2023/4/17 13:00,2023/4/17 14:00,481,298.9,145
2023/4/17 14:00,2023/4/17 15:00,572,222,173
2023/4/17 15:00,2023/4/17 16:00,644,141.9,194
2023/4/17 16:00,2023/4/17 17:00,684,64.2,206
2023/4/17 17:00,2023/4/17 18:00,803,1.2,242
2023/4/17 18:00,2023/4/17 19:00,1225,0,369
2023/4/17 19:00,2023/4/17 20:00,1720,0,517
2023/4/17 20:00,2023/4/17 21:00,2135,0,642
2023/4/17 21:00,2023/4/17 22:00,2014,0,605
2023/4/17 22:00,2023/4/17 23:00,1933,0,581
2023/4/17 23:00,2023/4/18 0:00,2128,0,639
2023/4/18 0:00,2023/4/18 1:00,2222,0,668
2023/4/18 1:00,2023/4/18 2:00,2331,0,700
2023/4/18 2:00,2023/4/18 3:00,2364,0,710
2023/4/18 3:00,2023/4/18 4:00,2230,11.2,670
2023/4/18 4:00,2023/4/18 5:00,1840,75.5,553
2023/4/18 5:00,2023/4/18 6:00,1182,147.9,356
2023/4/18 6:00,2023/4/18 7:00,499,226.4,151
2023/4/18 7:00,2023/4/18 8:00,429,308.8,130
2023/4/18 8:00,2023/4/18 9:00,894,390,269
2023/4/18 9:00,2023/4/18 10:00,1314,423.2,395
2023/4/18 10:00,2023/4/18 11:00,1493,425.3,449
2023/4/18 11:00,2023/4/18 12:00,1518,423.3,456
2023/4/18 12:00,2023/4/18 13:00,1469,382.1,442
2023/4/18 13:00,2023/4/18 14:00,1385,322.3,417
2023/4/18 14:00,2023/4/18 15:00,1284,241.1,386
2023/4/18 15:00,2023/4/18 16:00,1238,156.4,372
2023/4/18 16:00,2023/4/18 17:00,1201,73.6,361
2023/4/18 17:00,2023/4/18 18:00,1220,3.5,367
2023/4/18 18:00,2023/4/18 19:00,1459,0,439
2023/4/18 19:00,2023/4/18 20:00,1588,0,477
2023/4/18 20:00,2023/4/18 21:00,1528,0,459
2023/4/18 21:00,2023/4/18 22:00,1421,0,427
2023/4/18 22:00,2023/4/18 23:00,1211,0,364
2023/4/18 23:00,2023/4/19 0:00,1077,0,324
2023/4/19 0:00,2023/4/19 1:00,853,0,257
2023/4/19 1:00,2023/4/19 2:00,681,0,205
2023/4/19 2:00,2023/4/19 3:00,704,0,212
2023/4/19 3:00,2023/4/19 4:00,819,19.1,247
2023/4/19 4:00,2023/4/19 5:00,966,101.8,291
2023/4/19 5:00,2023/4/19 6:00,1022,189,308
2023/4/19 6:00,2023/4/19 7:00,816,273.5,246
2023/4/19 7:00,2023/4/19 8:00,581,348.8,175
2023/4/19 8:00,2023/4/19 9:00,612,410.8,185
2023/4/19 9:00,2023/4/19 10:00,796,439.4,240
2023/4/19 10:00,2023/4/19 11:00,953,445.5,287
2023/4/19 11:00,2023/4/19 12:00,989,396.9,298
2023/4/19 12:00,2023/4/19 13:00,1077,349.9,324
2023/4/19 13:00,2023/4/19 14:00,1103,276,332
2023/4/19 14:00,2023/4/19 15:00,1121,206.9,337
2023/4/19 15:00,2023/4/19 16:00,1020,135.9,307
2023/4/19 16:00,2023/4/19 17:00,1092,67.5,329
2023/4/19 17:00,2023/4/19 18:00,1280,3.7,385
2023/4/19 18:00,2023/4/19 19:00,1679,0,505
2023/4/19 19:00,2023/4/19 20:00,1927,0,579
2023/4/19 20:00,2023/4/19 21:00,2034,0,611
2023/4/19 21:00,2023/4/19 22:00,1962,0,590
2023/4/19 22:00,2023/4/19 23:00,1695,0,510
2023/4/19 23:00,2023/4/20 0:00,1560,0,469
2023/4/20 0:00,2023/4/20 1:00,1615,0,486
2023/4/20 1:00,2023/4/20 2:00,1762,0,530
2023/4/20 2:00,2023/4/20 3:00,1831,0,550
2023/4/20 3:00,2023/4/20 4:00,1927,16.7,579
2023/4/20 4:00,2023/4/20 5:00,1761,86.8,529
2023/4/20 5:00,2023/4/20 6:00,1462,166.1,440
2023/4/20 6:00,2023/4/20 7:00,859,249.3,259
2023/4/20 7:00,2023/4/20 8:00,611,319.9,184
2023/4/20 8:00,2023/4/20 9:00,617,365.1,186
2023/4/20 9:00,2023/4/20 10:00,602,388.2,182
2023/4/20 10:00,2023/4/20 11:00,630,397,190
2023/4/20 11:00,2023/4/20 12:00,657,376.4,198
2023/4/20 12:00,2023/4/20 13:00,658,343.5,198
2023/4/20 13:00,2023/4/20 14:00,716,285.3,216
2023/4/20 14:00,2023/4/20 15:00,758,221.9,228
2023/4/20 15:00,2023/4/20 16:00,834,142.3,251
2023/4/20 16:00,2023/4/20 17:00,1031,72.2,310
2023/4/20 17:00,2023/4/20 18:00,1426,4.4,429
2023/4/20 18:00,2023/4/20 19:00,1899,0,571
2023/4/20 19:00,2023/4/20 20:00,2108,0,633
2023/4/20 20:00,2023/4/20 21:00,2268,0,681
2023/4/20 21:00,2023/4/20 22:00,2382,0,716
2023/4/20 22:00,2023/4/20 23:00,2360,0,709
2023/4/20 23:00,2023/4/21 0:00,2151,0,646
2023/4/21 0:00,2023/4/21 1:00,1764,0,530
2023/4/21 1:00,2023/4/21 2:00,1317,0,396
2023/4/21 2:00,2023/4/21 3:00,1037,0,312
2023/4/21 3:00,2023/4/21 4:00,1027,23.7,309
2023/4/21 4:00,2023/4/21 5:00,901,96,271
2023/4/21 5:00,2023/4/21 6:00,450,179.6,136
2023/4/21 6:00,2023/4/21 7:00,116,265.6,36
2023/4/21 7:00,2023/4/21 8:00,93,334.3,29
2023/4/21 8:00,2023/4/21 9:00,179,424.8,55
2023/4/21 9:00,2023/4/21 10:00,307,458.8,93
2023/4/21 10:00,2023/4/21 11:00,388,467.8,117
2023/4/21 11:00,2023/4/21 12:00,442,420.1,134
2023/4/21 12:00,2023/4/21 13:00,515,369.4,156
2023/4/21 13:00,2023/4/21 14:00,491,316.3,148
2023/4/21 14:00,2023/4/21 15:00,465,237.6,141
2023/4/21 15:00,2023/4/21 16:00,481,158.9,145
2023/4/21 16:00,2023/4/21 17:00,611,80.4,184
2023/4/21 17:00,2023/4/21 18:00,999,5.1,301
2023/4/21 18:00,2023/4/21 19:00,1597,0,480
2023/4/21 19:00,2023/4/21 20:00,2197,0,660
2023/4/21 20:00,2023/4/21 21:00,2620,0,787
2023/4/21 21:00,2023/4/21 22:00,2877,0,864
2023/4/21 22:00,2023/4/21 23:00,3063,0,920
2023/4/21 23:00,2023/4/22 0:00,2846,0,855
2023/4/22 0:00,2023/4/22 1:00,2273,0,683
2023/4/22 1:00,2023/4/22 2:00,1814,0,545
2023/4/22 2:00,2023/4/22 3:00,1869,0,562
2023/4/22 3:00,2023/4/22 4:00,2207,28.5,663
2023/4/22 4:00,2023/4/22 5:00,1893,105.2,569
2023/4/22 5:00,2023/4/22 6:00,1266,191.9,381
2023/4/22 6:00,2023/4/22 7:00,1019,281,307
2023/4/22 7:00,2023/4/22 8:00,1030,350.3,310
2023/4/22 8:00,2023/4/22 9:00,1122,419.9,338
2023/4/22 9:00,2023/4/22 10:00,1168,459.3,351
2023/4/22 10:00,2023/4/22 11:00,1191,469.1,358
2023/4/22 11:00,2023/4/22 12:00,1218,431.7,366
2023/4/22 12:00,2023/4/22 13:00,1325,380.5,399
2023/4/22 13:00,2023/4/22 14:00,1386,320.1,417
2023/4/22 14:00,2023/4/22 15:00,1246,248.4,375
2023/4/22 15:00,2023/4/22 16:00,1107,163.9,333
2023/4/22 16:00,2023/4/22 17:00,891,86.7,268
2023/4/22 17:00,2023/4/22 18:00,859,7.9,259
2023/4/22 18:00,2023/4/22 19:00,1070,0,322
2023/4/22 19:00,2023/4/22 20:00,1256,0,378
2023/4/22 20:00,2023/4/22 21:00,1465,0,441
2023/4/22 21:00,2023/4/22 22:00,1603,0,482
2023/4/22 22:00,2023/4/22 23:00,1533,0,461
2023/4/22 23:00,2023/4/23 0:00,1353,0,407
2023/4/23 0:00,2023/4/23 1:00,1208,0,363
2023/4/23 1:00,2023/4/23 2:00,1055,0,318
2023/4/23 2:00,2023/4/23 3:00,1064,0,320
2023/4/23 3:00,2023/4/23 4:00,1045,22.7,315
2023/4/23 4:00,2023/4/23 5:00,886,88.8,267
2023/4/23 5:00,2023/4/23 6:00,747,153.5,225
2023/4/23 6:00,2023/4/23 7:00,727,230.6,219
2023/4/23 7:00,2023/4/23 8:00,799,281.2,241
2023/4/23 8:00,2023/4/23 9:00,792,349.5,239
2023/4/23 9:00,2023/4/23 10:00,862,353,260
2023/4/23 10:00,2023/4/23 11:00,939,351.3,283
2023/4/23 11:00,2023/4/23 12:00,920,291.3,277
2023/4/23 12:00,2023/4/23 13:00,972,275.3,293
2023/4/23 13:00,2023/4/23 14:00,933,220.8,281
2023/4/23 14:00,2023/4/23 15:00,1044,161,314
2023/4/23 15:00,2023/4/23 16:00,990,103.7,298
2023/4/23 16:00,2023/4/23 17:00,991,52,298
2023/4/23 17:00,2023/4/23 18:00,1055,1,318
2023/4/23 18:00,2023/4/23 19:00,1127,0,339
2023/4/23 19:00,2023/4/23 20:00,1414,0,425
2023/4/23 20:00,2023/4/23 21:00,1535,0,462
2023/4/23 21:00,2023/4/23 22:00,1919,0,577
2023/4/23 22:00,2023/4/23 23:00,2128,0,639
2023/4/23 23:00,2023/4/24 0:00,2221,0,667
2023/4/24 0:00,2023/4/24 1:00,2200,0,661
2023/4/24 1:00,2023/4/24 2:00,2184,0,656
2023/4/24 2:00,2023/4/24 3:00,2157,0,648
2023/4/24 3:00,2023/4/24 4:00,2112,8.8,635
2023/4/24 4:00,2023/4/24 5:00,2083,40.7,626
2023/4/24 5:00,2023/4/24 6:00,1960,78.3,589
2023/4/24 6:00,2023/4/24 7:00,1804,118.3,542
2023/4/24 7:00,2023/4/24 8:00,1692,220.1,509
2023/4/24 8:00,2023/4/24 9:00,1308,302.1,393
2023/4/24 9:00,2023/4/24 10:00,1021,349.7,307
2023/4/24 10:00,2023/4/24 11:00,927,365.9,279
2023/4/24 11:00,2023/4/24 12:00,791,346.6,238
2023/4/24 12:00,2023/4/24 13:00,620,336.5,187
2023/4/24 13:00,2023/4/24 14:00,430,280.8,130
2023/4/24 14:00,2023/4/24 15:00,353,199.6,107
2023/4/24 15:00,2023/4/24 16:00,260,128.4,79
2023/4/24 16:00,2023/4/24 17:00,315,66.8,96
2023/4/24 17:00,2023/4/24 18:00,423,6,128
2023/4/24 18:00,2023/4/24 19:00,587,0,177
2023/4/24 19:00,2023/4/24 20:00,665,0,201
2023/4/24 20:00,2023/4/24 21:00,698,0,210
2023/4/24 21:00,2023/4/24 22:00,662,0,200
2023/4/24 22:00,2023/4/24 23:00,710,0,214
2023/4/24 23:00,2023/4/25 0:00,806,0,243
2023/4/25 0:00,2023/4/25 1:00,978,0,294
2023/4/25 1:00,2023/4/25 2:00,1065,0,321
2023/4/25 2:00,2023/4/25 3:00,1081,0,325
2023/4/25 3:00,2023/4/25 4:00,1308,19.9,393
2023/4/25 4:00,2023/4/25 5:00,1459,61.5,439
2023/4/25 5:00,2023/4/25 6:00,1428,105.8,429
2023/4/25 6:00,2023/4/25 7:00,1354,156.7,407
2023/4/25 7:00,2023/4/25 8:00,1474,225.9,443
2023/4/25 8:00,2023/4/25 9:00,1637,351.1,492
2023/4/25 9:00,2023/4/25 10:00,2002,352.1,602
2023/4/25 10:00,2023/4/25 11:00,2271,375.3,682
2023/4/25 11:00,2023/4/25 12:00,2542,330.5,764
2023/4/25 12:00,2023/4/25 13:00,2705,305.7,813
2023/4/25 13:00,2023/4/25 14:00,2922,261.4,878
2023/4/25 14:00,2023/4/25 15:00,2918,200.2,876
2023/4/25 15:00,2023/4/25 16:00,2976,132.7,894
2023/4/25 16:00,2023/4/25 17:00,3030,76.2,910
2023/4/25 17:00,2023/4/25 18:00,2928,4.8,879
2023/4/25 18:00,2023/4/25 19:00,2731,0,820
2023/4/25 19:00,2023/4/25 20:00,2666,0,801
2023/4/25 20:00,2023/4/25 21:00,2601,0,781
2023/4/25 21:00,2023/4/25 22:00,2441,0,733
2023/4/25 22:00,2023/4/25 23:00,2233,0,671
2023/4/25 23:00,2023/4/26 0:00,1982,0,596
2023/4/26 0:00,2023/4/26 1:00,1761,0,529
2023/4/26 1:00,2023/4/26 2:00,1630,0,490
2023/4/26 2:00,2023/4/26 3:00,1578,0,474
2023/4/26 3:00,2023/4/26 4:00,1469,27.9,442
2023/4/26 4:00,2023/4/26 5:00,1344,87.2,404
2023/4/26 5:00,2023/4/26 6:00,1226,143.8,369
2023/4/26 6:00,2023/4/26 7:00,1227,209.4,369
2023/4/26 7:00,2023/4/26 8:00,1265,256.5,381
2023/4/26 8:00,2023/4/26 9:00,1224,296.7,368
2023/4/26 9:00,2023/4/26 10:00,1202,328.7,362
2023/4/26 10:00,2023/4/26 11:00,1431,338,430
2023/4/26 11:00,2023/4/26 12:00,1480,311.9,445
2023/4/26 12:00,2023/4/26 13:00,1582,255,476
2023/4/26 13:00,2023/4/26 14:00,1618,220.2,486
2023/4/26 14:00,2023/4/26 15:00,1524,160.3,458
2023/4/26 15:00,2023/4/26 16:00,1304,101.3,392
2023/4/26 16:00,2023/4/26 17:00,1258,46.8,378
2023/4/26 17:00,2023/4/26 18:00,1418,3,426
2023/4/26 18:00,2023/4/26 19:00,1259,0,379
2023/4/26 19:00,2023/4/26 20:00,1226,0,369
2023/4/26 20:00,2023/4/26 21:00,1365,0,411
2023/4/26 21:00,2023/4/26 22:00,1743,0,524
2023/4/26 22:00,2023/4/26 23:00,1818,0,546
2023/4/26 23:00,2023/4/27 0:00,1767,0,531
2023/4/27 0:00,2023/4/27 1:00,1736,0,522
2023/4/27 1:00,2023/4/27 2:00,1762,0,530
2023/4/27 2:00,2023/4/27 3:00,1843,0.1,554
2023/4/27 3:00,2023/4/27 4:00,1683,21.7,506
2023/4/27 4:00,2023/4/27 5:00,1464,65.5,440
2023/4/27 5:00,2023/4/27 6:00,1125,109.8,339
2023/4/27 6:00,2023/4/27 7:00,877,153.3,264
2023/4/27 7:00,2023/4/27 8:00,787,191.1,237
2023/4/27 8:00,2023/4/27 9:00,733,290.4,221
2023/4/27 9:00,2023/4/27 10:00,857,300.5,258
2023/4/27 10:00,2023/4/27 11:00,926,316.6,279
2023/4/27 11:00,2023/4/27 12:00,985,221.5,297
2023/4/27 12:00,2023/4/27 13:00,1075,213.3,324
2023/4/27 13:00,2023/4/27 14:00,1178,184,354
2023/4/27 14:00,2023/4/27 15:00,1168,154.2,351
2023/4/27 15:00,2023/4/27 16:00,971,108.8,292
2023/4/27 16:00,2023/4/27 17:00,732,62.6,221
2023/4/27 17:00,2023/4/27 18:00,604,12.9,182
2023/4/27 18:00,2023/4/27 19:00,540,0,163
2023/4/27 19:00,2023/4/27 20:00,616,0,186
2023/4/27 20:00,2023/4/27 21:00,656,0,198
2023/4/27 21:00,2023/4/27 22:00,689,0,208
2023/4/27 22:00,2023/4/27 23:00,853,0,257
2023/4/27 23:00,2023/4/28 0:00,966,0,291
2023/4/28 0:00,2023/4/28 1:00,1096,0,330
2023/4/28 1:00,2023/4/28 2:00,1087,0,327
2023/4/28 2:00,2023/4/28 3:00,996,0.2,300
2023/4/28 3:00,2023/4/28 4:00,934,36.3,281
2023/4/28 4:00,2023/4/28 5:00,867,102.6,261
2023/4/28 5:00,2023/4/28 6:00,657,175.1,198
2023/4/28 6:00,2023/4/28 7:00,504,255.6,152
2023/4/28 7:00,2023/4/28 8:00,424,312.7,128
2023/4/28 8:00,2023/4/28 9:00,427,376.2,129
2023/4/28 9:00,2023/4/28 10:00,435,403.2,132
2023/4/28 10:00,2023/4/28 11:00,445,417.2,135
2023/4/28 11:00,2023/4/28 12:00,416,369.6,126
2023/4/28 12:00,2023/4/28 13:00,388,314.1,117
2023/4/28 13:00,2023/4/28 14:00,322,268.1,98
2023/4/28 14:00,2023/4/28 15:00,314,220.3,95
2023/4/28 15:00,2023/4/28 16:00,310,147.1,94
2023/4/28 16:00,2023/4/28 17:00,294,82,89
2023/4/28 17:00,2023/4/28 18:00,296,17.3,90
2023/4/28 18:00,2023/4/28 19:00,296,0,90
2023/4/28 19:00,2023/4/28 20:00,294,0,89
2023/4/28 20:00,2023/4/28 21:00,289,0,88
2023/4/28 21:00,2023/4/28 22:00,290,0,88
2023/4/28 22:00,2023/4/28 23:00,288,0,87
2023/4/28 23:00,2023/4/29 0:00,302,0,92
2023/4/29 0:00,2023/4/29 1:00,444,0,134
2023/4/29 1:00,2023/4/29 2:00,444,0,134
2023/4/29 2:00,2023/4/29 3:00,475,0.4,144
2023/4/29 3:00,2023/4/29 4:00,514,36.1,155
2023/4/29 4:00,2023/4/29 5:00,499,104.8,151
2023/4/29 5:00,2023/4/29 6:00,545,174.3,165
2023/4/29 6:00,2023/4/29 7:00,595,257.5,180
2023/4/29 7:00,2023/4/29 8:00,660,326.8,199
2023/4/29 8:00,2023/4/29 9:00,841,395.7,253
2023/4/29 9:00,2023/4/29 10:00,1066,401.9,321
2023/4/29 10:00,2023/4/29 11:00,1194,384.4,359
2023/4/29 11:00,2023/4/29 12:00,1304,350.8,392
2023/4/29 12:00,2023/4/29 13:00,1541,294.1,463
2023/4/29 13:00,2023/4/29 14:00,1557,247.6,468
2023/4/29 14:00,2023/4/29 15:00,1464,165.8,440
2023/4/29 15:00,2023/4/29 16:00,1546,103.8,465
2023/4/29 16:00,2023/4/29 17:00,1432,53.5,431
2023/4/29 17:00,2023/4/29 18:00,1479,7.9,445
2023/4/29 18:00,2023/4/29 19:00,1484,0,446
2023/4/29 19:00,2023/4/29 20:00,1902,0,572
2023/4/29 20:00,2023/4/29 21:00,2000,0,601
2023/4/29 21:00,2023/4/29 22:00,2101,0,631
2023/4/29 22:00,2023/4/29 23:00,2342,0,704
2023/4/29 23:00,2023/4/30 0:00,2381,0,715
2023/4/30 0:00,2023/4/30 1:00,1918,0,576
2023/4/30 1:00,2023/4/30 2:00,1644,0,494
2023/4/30 2:00,2023/4/30 3:00,1402,0.1,422
2023/4/30 3:00,2023/4/30 4:00,1136,22.7,342
2023/4/30 4:00,2023/4/30 5:00,977,62.6,294
2023/4/30 5:00,2023/4/30 6:00,905,97.7,273
2023/4/30 6:00,2023/4/30 7:00,1014,128,305
2023/4/30 7:00,2023/4/30 8:00,1219,196.8,367
2023/4/30 8:00,2023/4/30 9:00,1346,277.9,405
2023/4/30 9:00,2023/4/30 10:00,1295,293.5,390
2023/4/30 10:00,2023/4/30 11:00,1155,299.4,348
2023/4/30 11:00,2023/4/30 12:00,905,284,273
2023/4/30 12:00,2023/4/30 13:00,746,278.6,225
2023/4/30 13:00,2023/4/30 14:00,983,246.8,296
2023/4/30 14:00,2023/4/30 15:00,1126,206.8,339
2023/4/30 15:00,2023/4/30 16:00,1367,143.7,411
2023/4/30 16:00,2023/4/30 17:00,1504,85,452
2023/4/30 17:00,2023/4/30 18:00,1464,22.9,440
2023/4/30 18:00,2023/4/30 19:00,1588,0,477
2023/4/30 19:00,2023/4/30 20:00,1732,0,521
2023/4/30 20:00,2023/4/30 21:00,1764,0,530
2023/4/30 21:00,2023/4/30 22:00,1700,0,511
2023/4/30 22:00,2023/4/30 23:00,1754,0,527
2023/4/30 23:00,2023/5/1 0:00,1652,0,497
