Start time UTC,End time UTC,Solar Panel (MWh/h)
2023/2/17 9:00,2023/2/17 10:00,43.1
2023/2/17 10:00,2023/2/17 11:00,48.2
2023/2/17 11:00,2023/2/17 12:00,44.5
2023/2/17 12:00,2023/2/17 13:00,36
2023/2/17 13:00,2023/2/17 14:00,25
2023/2/17 14:00,2023/2/17 15:00,0
2023/2/17 15:00,2023/2/17 16:00,0
2023/2/17 16:00,2023/2/17 17:00,0
2023/2/17 17:00,2023/2/17 18:00,0
2023/2/17 18:00,2023/2/17 19:00,0
2023/2/17 19:00,2023/2/17 20:00,0
2023/2/17 20:00,2023/2/17 21:00,0
2023/2/17 21:00,2023/2/17 22:00,0
2023/2/17 22:00,2023/2/17 23:00,0
2023/2/17 23:00,2023/2/18 0:00,0
2023/2/18 0:00,2023/2/18 1:00,0
2023/2/18 1:00,2023/2/18 2:00,0
2023/2/18 2:00,2023/2/18 3:00,0
2023/2/18 3:00,2023/2/18 4:00,0
2023/2/18 4:00,2023/2/18 5:00,0
2023/2/18 5:00,2023/2/18 6:00,0
2023/2/18 6:00,2023/2/18 7:00,0
2023/2/18 7:00,2023/2/18 8:00,15.8
2023/2/18 8:00,2023/2/18 9:00,32.4
2023/2/18 9:00,2023/2/18 10:00,52.2
2023/2/18 10:00,2023/2/18 11:00,54.6
2023/2/18 11:00,2023/2/18 12:00,42.7
2023/2/18 12:00,2023/2/18 13:00,33.2
2023/2/18 13:00,2023/2/18 14:00,22.3
2023/2/18 14:00,2023/2/18 15:00,1
2023/2/18 15:00,2023/2/18 16:00,0
2023/2/18 16:00,2023/2/18 17:00,0
2023/2/18 17:00,2023/2/18 18:00,0
2023/2/18 18:00,2023/2/18 19:00,0
2023/2/18 19:00,2023/2/18 20:00,0
2023/2/18 20:00,2023/2/18 21:00,0
2023/2/18 21:00,2023/2/18 22:00,0
2023/2/18 22:00,2023/2/18 23:00,0
2023/2/18 23:00,2023/2/19 0:00,0
2023/2/19 0:00,2023/2/19 1:00,0
2023/2/19 1:00,2023/2/19 2:00,0
2023/2/19 2:00,2023/2/19 3:00,0
2023/2/19 3:00,2023/2/19 4:00,0
2023/2/19 4:00,2023/2/19 5:00,0
2023/2/19 5:00,2023/2/19 6:00,0
2023/2/19 6:00,2023/2/19 7:00,1
2023/2/19 7:00,2023/2/19 8:00,23.6
2023/2/19 8:00,2023/2/19 9:00,40.7
2023/2/19 9:00,2023/2/19 10:00,52.9
2023/2/19 10:00,2023/2/19 11:00,57.5
2023/2/19 11:00,2023/2/19 12:00,55.6
2023/2/19 12:00,2023/2/19 13:00,44.1
2023/2/19 13:00,2023/2/19 14:00,30.9
2023/2/19 14:00,2023/2/19 15:00,2.8
2023/2/19 15:00,2023/2/19 16:00,0
2023/2/19 16:00,2023/2/19 17:00,0
2023/2/19 17:00,2023/2/19 18:00,0
2023/2/19 18:00,2023/2/19 19:00,0
2023/2/19 19:00,2023/2/19 20:00,0
2023/2/19 20:00,2023/2/19 21:00,0
2023/2/19 21:00,2023/2/19 22:00,0
2023/2/19 22:00,2023/2/19 23:00,0
2023/2/19 23:00,2023/2/20 0:00,0
2023/2/20 0:00,2023/2/20 1:00,0
2023/2/20 1:00,2023/2/20 2:00,0
2023/2/20 2:00,2023/2/20 3:00,0
2023/2/20 3:00,2023/2/20 4:00,0
2023/2/20 4:00,2023/2/20 5:00,0
2023/2/20 5:00,2023/2/20 6:00,0
2023/2/20 6:00,2023/2/20 7:00,3.4
2023/2/20 7:00,2023/2/20 8:00,29.7
2023/2/20 8:00,2023/2/20 9:00,47.4
2023/2/20 9:00,2023/2/20 10:00,52.6
2023/2/20 10:00,2023/2/20 11:00,53.4
2023/2/20 11:00,2023/2/20 12:00,53.6
2023/2/20 12:00,2023/2/20 13:00,42.4
2023/2/20 13:00,2023/2/20 14:00,28
2023/2/20 14:00,2023/2/20 15:00,1
2023/2/20 15:00,2023/2/20 16:00,0
2023/2/20 16:00,2023/2/20 17:00,0
2023/2/20 17:00,2023/2/20 18:00,0
2023/2/20 18:00,2023/2/20 19:00,0
2023/2/20 19:00,2023/2/20 20:00,0
2023/2/20 20:00,2023/2/20 21:00,0
2023/2/20 21:00,2023/2/20 22:00,0
2023/2/20 22:00,2023/2/20 23:00,0
2023/2/20 23:00,2023/2/21 0:00,0
2023/2/21 0:00,2023/2/21 1:00,0
2023/2/21 1:00,2023/2/21 2:00,0
2023/2/21 2:00,2023/2/21 3:00,0
2023/2/21 3:00,2023/2/21 4:00,0
2023/2/21 4:00,2023/2/21 5:00,0
2023/2/21 5:00,2023/2/21 6:00,0
2023/2/21 6:00,2023/2/21 7:00,5.5
2023/2/21 7:00,2023/2/21 8:00,36
2023/2/21 8:00,2023/2/21 9:00,63
2023/2/21 9:00,2023/2/21 10:00,67.2
2023/2/21 10:00,2023/2/21 11:00,72.7
2023/2/21 11:00,2023/2/21 12:00,81.9
2023/2/21 12:00,2023/2/21 13:00,66
2023/2/21 13:00,2023/2/21 14:00,42.8
2023/2/21 14:00,2023/2/21 15:00,8.7
2023/2/21 15:00,2023/2/21 16:00,0
2023/2/21 16:00,2023/2/21 17:00,0
2023/2/21 17:00,2023/2/21 18:00,0
2023/2/21 18:00,2023/2/21 19:00,0
2023/2/21 19:00,2023/2/21 20:00,0
2023/2/21 20:00,2023/2/21 21:00,0
2023/2/21 21:00,2023/2/21 22:00,0
2023/2/21 22:00,2023/2/21 23:00,0
2023/2/21 23:00,2023/2/22 0:00,0
2023/2/22 0:00,2023/2/22 1:00,0
2023/2/22 1:00,2023/2/22 2:00,0
2023/2/22 2:00,2023/2/22 3:00,0
2023/2/22 3:00,2023/2/22 4:00,0
2023/2/22 4:00,2023/2/22 5:00,0
2023/2/22 5:00,2023/2/22 6:00,0
2023/2/22 6:00,2023/2/22 7:00,14.2
2023/2/22 7:00,2023/2/22 8:00,66.8
2023/2/22 8:00,2023/2/22 9:00,125.5
2023/2/22 9:00,2023/2/22 10:00,156.3
2023/2/22 10:00,2023/2/22 11:00,170.2
2023/2/22 11:00,2023/2/22 12:00,158.2
2023/2/22 12:00,2023/2/22 13:00,132.8
2023/2/22 13:00,2023/2/22 14:00,85.2
2023/2/22 14:00,2023/2/22 15:00,28.3
2023/2/22 15:00,2023/2/22 16:00,0
2023/2/22 16:00,2023/2/22 17:00,0
2023/2/22 17:00,2023/2/22 18:00,0
2023/2/22 18:00,2023/2/22 19:00,0
2023/2/22 19:00,2023/2/22 20:00,0
2023/2/22 20:00,2023/2/22 21:00,0
2023/2/22 21:00,2023/2/22 22:00,0
2023/2/22 22:00,2023/2/22 23:00,0
2023/2/22 23:00,2023/2/23 0:00,0
2023/2/23 0:00,2023/2/23 1:00,0
2023/2/23 1:00,2023/2/23 2:00,0
2023/2/23 2:00,2023/2/23 3:00,0
2023/2/23 3:00,2023/2/23 4:00,0
2023/2/23 4:00,2023/2/23 5:00,0
2023/2/23 5:00,2023/2/23 6:00,0
2023/2/23 6:00,2023/2/23 7:00,3.4
2023/2/23 7:00,2023/2/23 8:00,26.6
2023/2/23 8:00,2023/2/23 9:00,38.7
2023/2/23 9:00,2023/2/23 10:00,57.8
2023/2/23 10:00,2023/2/23 11:00,60.4
2023/2/23 11:00,2023/2/23 12:00,51.4
2023/2/23 12:00,2023/2/23 13:00,49.9
2023/2/23 13:00,2023/2/23 14:00,35.8
2023/2/23 14:00,2023/2/23 15:00,9.1
2023/2/23 15:00,2023/2/23 16:00,0
2023/2/23 16:00,2023/2/23 17:00,0
2023/2/23 17:00,2023/2/23 18:00,0
2023/2/23 18:00,2023/2/23 19:00,0
2023/2/23 19:00,2023/2/23 20:00,0
2023/2/23 20:00,2023/2/23 21:00,0
2023/2/23 21:00,2023/2/23 22:00,0
2023/2/23 22:00,2023/2/23 23:00,0
2023/2/23 23:00,2023/2/24 0:00,0
2023/2/24 0:00,2023/2/24 1:00,0
2023/2/24 1:00,2023/2/24 2:00,0
2023/2/24 2:00,2023/2/24 3:00,0
2023/2/24 3:00,2023/2/24 4:00,0
2023/2/24 4:00,2023/2/24 5:00,0
2023/2/24 5:00,2023/2/24 6:00,0
2023/2/24 6:00,2023/2/24 7:00,10.5
2023/2/24 7:00,2023/2/24 8:00,42.3
2023/2/24 8:00,2023/2/24 9:00,74.5
2023/2/24 9:00,2023/2/24 10:00,99.8
2023/2/24 10:00,2023/2/24 11:00,98.6
2023/2/24 11:00,2023/2/24 12:00,99.7
2023/2/24 12:00,2023/2/24 13:00,82.6
2023/2/24 13:00,2023/2/24 14:00,50.2
2023/2/24 14:00,2023/2/24 15:00,19.4
2023/2/24 15:00,2023/2/24 16:00,0
2023/2/24 16:00,2023/2/24 17:00,0
2023/2/24 17:00,2023/2/24 18:00,0
2023/2/24 18:00,2023/2/24 19:00,0
2023/2/24 19:00,2023/2/24 20:00,0
2023/2/24 20:00,2023/2/24 21:00,0
2023/2/24 21:00,2023/2/24 22:00,0
2023/2/24 22:00,2023/2/24 23:00,0
2023/2/24 23:00,2023/2/25 0:00,0
2023/2/25 0:00,2023/2/25 1:00,0
2023/2/25 1:00,2023/2/25 2:00,0
2023/2/25 2:00,2023/2/25 3:00,0
2023/2/25 3:00,2023/2/25 4:00,0
2023/2/25 4:00,2023/2/25 5:00,0
2023/2/25 5:00,2023/2/25 6:00,0
2023/2/25 6:00,2023/2/25 7:00,9.9
2023/2/25 7:00,2023/2/25 8:00,41.8
2023/2/25 8:00,2023/2/25 9:00,72.9
2023/2/25 9:00,2023/2/25 10:00,97.4
2023/2/25 10:00,2023/2/25 11:00,113.3
2023/2/25 11:00,2023/2/25 12:00,114.2
2023/2/25 12:00,2023/2/25 13:00,101.9
2023/2/25 13:00,2023/2/25 14:00,70
2023/2/25 14:00,2023/2/25 15:00,30.6
2023/2/25 15:00,2023/2/25 16:00,0
2023/2/25 16:00,2023/2/25 17:00,0
2023/2/25 17:00,2023/2/25 18:00,0
2023/2/25 18:00,2023/2/25 19:00,0
2023/2/25 19:00,2023/2/25 20:00,0
2023/2/25 20:00,2023/2/25 21:00,0
2023/2/25 21:00,2023/2/25 22:00,0
2023/2/25 22:00,2023/2/25 23:00,0
2023/2/25 23:00,2023/2/26 0:00,0
2023/2/26 0:00,2023/2/26 1:00,0
2023/2/26 1:00,2023/2/26 2:00,0
2023/2/26 2:00,2023/2/26 3:00,0
2023/2/26 3:00,2023/2/26 4:00,0
2023/2/26 4:00,2023/2/26 5:00,0
2023/2/26 5:00,2023/2/26 6:00,0
2023/2/26 6:00,2023/2/26 7:00,22.6
2023/2/26 7:00,2023/2/26 8:00,74.3
2023/2/26 8:00,2023/2/26 9:00,136.8
2023/2/26 9:00,2023/2/26 10:00,157.9
2023/2/26 10:00,2023/2/26 11:00,176.9
2023/2/26 11:00,2023/2/26 12:00,178.2
2023/2/26 12:00,2023/2/26 13:00,157.2
2023/2/26 13:00,2023/2/26 14:00,104.9
2023/2/26 14:00,2023/2/26 15:00,43.6
2023/2/26 15:00,2023/2/26 16:00,0
2023/2/26 16:00,2023/2/26 17:00,0
2023/2/26 17:00,2023/2/26 18:00,0
2023/2/26 18:00,2023/2/26 19:00,0
2023/2/26 19:00,2023/2/26 20:00,0
2023/2/26 20:00,2023/2/26 21:00,0
2023/2/26 21:00,2023/2/26 22:00,0
2023/2/26 22:00,2023/2/26 23:00,0
2023/2/26 23:00,2023/2/27 0:00,0
2023/2/27 0:00,2023/2/27 1:00,0
2023/2/27 1:00,2023/2/27 2:00,0
2023/2/27 2:00,2023/2/27 3:00,0
2023/2/27 3:00,2023/2/27 4:00,0
2023/2/27 4:00,2023/2/27 5:00,0
2023/2/27 5:00,2023/2/27 6:00,0
2023/2/27 6:00,2023/2/27 7:00,24.8
2023/2/27 7:00,2023/2/27 8:00,65.3
2023/2/27 8:00,2023/2/27 9:00,100.6
2023/2/27 9:00,2023/2/27 10:00,117.2
2023/2/27 10:00,2023/2/27 11:00,135.5
2023/2/27 11:00,2023/2/27 12:00,143.6
2023/2/27 12:00,2023/2/27 13:00,133.8
2023/2/27 13:00,2023/2/27 14:00,93.8
2023/2/27 14:00,2023/2/27 15:00,41.3
2023/2/27 15:00,2023/2/27 16:00,0
2023/2/27 16:00,2023/2/27 17:00,0
2023/2/27 17:00,2023/2/27 18:00,0
2023/2/27 18:00,2023/2/27 19:00,0
2023/2/27 19:00,2023/2/27 20:00,0
2023/2/27 20:00,2023/2/27 21:00,0
2023/2/27 21:00,2023/2/27 22:00,0
2023/2/27 22:00,2023/2/27 23:00,0
2023/2/27 23:00,2023/2/28 0:00,0
2023/2/28 0:00,2023/2/28 1:00,0
2023/2/28 1:00,2023/2/28 2:00,0
2023/2/28 2:00,2023/2/28 3:00,0
2023/2/28 3:00,2023/2/28 4:00,0
2023/2/28 4:00,2023/2/28 5:00,0
2023/2/28 5:00,2023/2/28 6:00,0
2023/2/28 6:00,2023/2/28 7:00,34.2
2023/2/28 7:00,2023/2/28 8:00,91.7
2023/2/28 8:00,2023/2/28 9:00,130.3
2023/2/28 9:00,2023/2/28 10:00,155.1
2023/2/28 10:00,2023/2/28 11:00,157.5
2023/2/28 11:00,2023/2/28 12:00,151.8
2023/2/28 12:00,2023/2/28 13:00,128.1
2023/2/28 13:00,2023/2/28 14:00,87.8
2023/2/28 14:00,2023/2/28 15:00,33.1
2023/2/28 15:00,2023/2/28 16:00,0
2023/2/28 16:00,2023/2/28 17:00,0
2023/2/28 17:00,2023/2/28 18:00,0
2023/2/28 18:00,2023/2/28 19:00,0
2023/2/28 19:00,2023/2/28 20:00,0
2023/2/28 20:00,2023/2/28 21:00,0
2023/2/28 21:00,2023/2/28 22:00,0
2023/2/28 22:00,2023/2/28 23:00,0
2023/2/28 23:00,2023/3/1 0:00,0
2023/3/1 0:00,2023/3/1 1:00,0
2023/3/1 1:00,2023/3/1 2:00,0
2023/3/1 2:00,2023/3/1 3:00,0
2023/3/1 3:00,2023/3/1 4:00,0
2023/3/1 4:00,2023/3/1 5:00,0
2023/3/1 5:00,2023/3/1 6:00,0
2023/3/1 6:00,2023/3/1 7:00,22.5
2023/3/1 7:00,2023/3/1 8:00,55.6
2023/3/1 8:00,2023/3/1 9:00,109.8
2023/3/1 9:00,2023/3/1 10:00,148.9
2023/3/1 10:00,2023/3/1 11:00,163.8
2023/3/1 11:00,2023/3/1 12:00,152.1
2023/3/1 12:00,2023/3/1 13:00,128.2
2023/3/1 13:00,2023/3/1 14:00,86
2023/3/1 14:00,2023/3/1 15:00,39.9
2023/3/1 15:00,2023/3/1 16:00,0.5
2023/3/1 16:00,2023/3/1 17:00,0
2023/3/1 17:00,2023/3/1 18:00,0
2023/3/1 18:00,2023/3/1 19:00,0
2023/3/1 19:00,2023/3/1 20:00,0
2023/3/1 20:00,2023/3/1 21:00,0
2023/3/1 21:00,2023/3/1 22:00,0
2023/3/1 22:00,2023/3/1 23:00,0
2023/3/1 23:00,2023/3/2 0:00,0
2023/3/2 0:00,2023/3/2 1:00,0
2023/3/2 1:00,2023/3/2 2:00,0
2023/3/2 2:00,2023/3/2 3:00,0
2023/3/2 3:00,2023/3/2 4:00,0
2023/3/2 4:00,2023/3/2 5:00,0
2023/3/2 5:00,2023/3/2 6:00,0.1
2023/3/2 6:00,2023/3/2 7:00,43.7
2023/3/2 7:00,2023/3/2 8:00,104.9
2023/3/2 8:00,2023/3/2 9:00,150.6
2023/3/2 9:00,2023/3/2 10:00,177.9
2023/3/2 10:00,2023/3/2 11:00,180.3
2023/3/2 11:00,2023/3/2 12:00,179.1
2023/3/2 12:00,2023/3/2 13:00,155.7
2023/3/2 13:00,2023/3/2 14:00,96.6
2023/3/2 14:00,2023/3/2 15:00,50.9
2023/3/2 15:00,2023/3/2 16:00,2.6
2023/3/2 16:00,2023/3/2 17:00,0
2023/3/2 17:00,2023/3/2 18:00,0
2023/3/2 18:00,2023/3/2 19:00,0
2023/3/2 19:00,2023/3/2 20:00,0
2023/3/2 20:00,2023/3/2 21:00,0
2023/3/2 21:00,2023/3/2 22:00,0
2023/3/2 22:00,2023/3/2 23:00,0
2023/3/2 23:00,2023/3/3 0:00,0
2023/3/3 0:00,2023/3/3 1:00,0
2023/3/3 1:00,2023/3/3 2:00,0
2023/3/3 2:00,2023/3/3 3:00,0
2023/3/3 3:00,2023/3/3 4:00,0
2023/3/3 4:00,2023/3/3 5:00,0
2023/3/3 5:00,2023/3/3 6:00,0.2
2023/3/3 6:00,2023/3/3 7:00,50
2023/3/3 7:00,2023/3/3 8:00,107.1
2023/3/3 8:00,2023/3/3 9:00,150.2
2023/3/3 9:00,2023/3/3 10:00,171.9
2023/3/3 10:00,2023/3/3 11:00,142.1
2023/3/3 11:00,2023/3/3 12:00,129.8
2023/3/3 12:00,2023/3/3 13:00,101.3
2023/3/3 13:00,2023/3/3 14:00,63.2
2023/3/3 14:00,2023/3/3 15:00,28.8
2023/3/3 15:00,2023/3/3 16:00,0.6
2023/3/3 16:00,2023/3/3 17:00,0
2023/3/3 17:00,2023/3/3 18:00,0
2023/3/3 18:00,2023/3/3 19:00,0
2023/3/3 19:00,2023/3/3 20:00,0
2023/3/3 20:00,2023/3/3 21:00,0
2023/3/3 21:00,2023/3/3 22:00,0
2023/3/3 22:00,2023/3/3 23:00,0
2023/3/3 23:00,2023/3/4 0:00,0
2023/3/4 0:00,2023/3/4 1:00,0
2023/3/4 1:00,2023/3/4 2:00,0
2023/3/4 2:00,2023/3/4 3:00,0
2023/3/4 3:00,2023/3/4 4:00,0
2023/3/4 4:00,2023/3/4 5:00,0
2023/3/4 5:00,2023/3/4 6:00,0.2
2023/3/4 6:00,2023/3/4 7:00,21.6
2023/3/4 7:00,2023/3/4 8:00,50.8
2023/3/4 8:00,2023/3/4 9:00,77.8
2023/3/4 9:00,2023/3/4 10:00,82.3
2023/3/4 10:00,2023/3/4 11:00,91.7
2023/3/4 11:00,2023/3/4 12:00,103.7
2023/3/4 12:00,2023/3/4 13:00,93.3
2023/3/4 13:00,2023/3/4 14:00,68.7
2023/3/4 14:00,2023/3/4 15:00,38.6
2023/3/4 15:00,2023/3/4 16:00,1.5
2023/3/4 16:00,2023/3/4 17:00,0
2023/3/4 17:00,2023/3/4 18:00,0
2023/3/4 18:00,2023/3/4 19:00,0
2023/3/4 19:00,2023/3/4 20:00,0
2023/3/4 20:00,2023/3/4 21:00,0
2023/3/4 21:00,2023/3/4 22:00,0
2023/3/4 22:00,2023/3/4 23:00,0
2023/3/4 23:00,2023/3/5 0:00,0
2023/3/5 0:00,2023/3/5 1:00,0
2023/3/5 1:00,2023/3/5 2:00,0
2023/3/5 2:00,2023/3/5 3:00,0
2023/3/5 3:00,2023/3/5 4:00,0
2023/3/5 4:00,2023/3/5 5:00,0
2023/3/5 5:00,2023/3/5 6:00,0.5
2023/3/5 6:00,2023/3/5 7:00,29.6
2023/3/5 7:00,2023/3/5 8:00,66
2023/3/5 8:00,2023/3/5 9:00,97.1
2023/3/5 9:00,2023/3/5 10:00,107.1
2023/3/5 10:00,2023/3/5 11:00,109.4
2023/3/5 11:00,2023/3/5 12:00,100.4
2023/3/5 12:00,2023/3/5 13:00,92.7
2023/3/5 13:00,2023/3/5 14:00,64.8
2023/3/5 14:00,2023/3/5 15:00,38.7
2023/3/5 15:00,2023/3/5 16:00,0.7
2023/3/5 16:00,2023/3/5 17:00,0
2023/3/5 17:00,2023/3/5 18:00,0
2023/3/5 18:00,2023/3/5 19:00,0
2023/3/5 19:00,2023/3/5 20:00,0
2023/3/5 20:00,2023/3/5 21:00,0
2023/3/5 21:00,2023/3/5 22:00,0
2023/3/5 22:00,2023/3/5 23:00,0
2023/3/5 23:00,2023/3/6 0:00,0
2023/3/6 0:00,2023/3/6 1:00,0
2023/3/6 1:00,2023/3/6 2:00,0
2023/3/6 2:00,2023/3/6 3:00,0
2023/3/6 3:00,2023/3/6 4:00,0
2023/3/6 4:00,2023/3/6 5:00,0
2023/3/6 5:00,2023/3/6 6:00,0.1
2023/3/6 6:00,2023/3/6 7:00,41.3
2023/3/6 7:00,2023/3/6 8:00,83.6
2023/3/6 8:00,2023/3/6 9:00,96.2
2023/3/6 9:00,2023/3/6 10:00,112.6
2023/3/6 10:00,2023/3/6 11:00,94
2023/3/6 11:00,2023/3/6 12:00,93.4
2023/3/6 12:00,2023/3/6 13:00,118.3
2023/3/6 13:00,2023/3/6 14:00,87.1
2023/3/6 14:00,2023/3/6 15:00,52.2
2023/3/6 15:00,2023/3/6 16:00,2.3
2023/3/6 16:00,2023/3/6 17:00,0
2023/3/6 17:00,2023/3/6 18:00,0
2023/3/6 18:00,2023/3/6 19:00,0
2023/3/6 19:00,2023/3/6 20:00,0
2023/3/6 20:00,2023/3/6 21:00,0
2023/3/6 21:00,2023/3/6 22:00,0
2023/3/6 22:00,2023/3/6 23:00,0
2023/3/6 23:00,2023/3/7 0:00,0
2023/3/7 0:00,2023/3/7 1:00,0
2023/3/7 1:00,2023/3/7 2:00,0
2023/3/7 2:00,2023/3/7 3:00,0
2023/3/7 3:00,2023/3/7 4:00,0
2023/3/7 4:00,2023/3/7 5:00,0
2023/3/7 5:00,2023/3/7 6:00,4.5
2023/3/7 6:00,2023/3/7 7:00,58.6
2023/3/7 7:00,2023/3/7 8:00,117.1
2023/3/7 8:00,2023/3/7 9:00,165.4
2023/3/7 9:00,2023/3/7 10:00,187.9
2023/3/7 10:00,2023/3/7 11:00,188.7
2023/3/7 11:00,2023/3/7 12:00,190.8
2023/3/7 12:00,2023/3/7 13:00,155.9
2023/3/7 13:00,2023/3/7 14:00,103.3
2023/3/7 14:00,2023/3/7 15:00,58.6
2023/3/7 15:00,2023/3/7 16:00,4.1
2023/3/7 16:00,2023/3/7 17:00,0
2023/3/7 17:00,2023/3/7 18:00,0
2023/3/7 18:00,2023/3/7 19:00,0
2023/3/7 19:00,2023/3/7 20:00,0
2023/3/7 20:00,2023/3/7 21:00,0
2023/3/7 21:00,2023/3/7 22:00,0
2023/3/7 22:00,2023/3/7 23:00,0
2023/3/7 23:00,2023/3/8 0:00,0
2023/3/8 0:00,2023/3/8 1:00,0
2023/3/8 1:00,2023/3/8 2:00,0
2023/3/8 2:00,2023/3/8 3:00,0
2023/3/8 3:00,2023/3/8 4:00,0
2023/3/8 4:00,2023/3/8 5:00,0
2023/3/8 5:00,2023/3/8 6:00,1.4
2023/3/8 6:00,2023/3/8 7:00,31.1
2023/3/8 7:00,2023/3/8 8:00,62.9
2023/3/8 8:00,2023/3/8 9:00,89.9
2023/3/8 9:00,2023/3/8 10:00,111.8
2023/3/8 10:00,2023/3/8 11:00,156
2023/3/8 11:00,2023/3/8 12:00,150.7
2023/3/8 12:00,2023/3/8 13:00,129.1
2023/3/8 13:00,2023/3/8 14:00,95.2
2023/3/8 14:00,2023/3/8 15:00,55.2
2023/3/8 15:00,2023/3/8 16:00,4.7
2023/3/8 16:00,2023/3/8 17:00,0
2023/3/8 17:00,2023/3/8 18:00,0
2023/3/8 18:00,2023/3/8 19:00,0
2023/3/8 19:00,2023/3/8 20:00,0
2023/3/8 20:00,2023/3/8 21:00,0
2023/3/8 21:00,2023/3/8 22:00,0
2023/3/8 22:00,2023/3/8 23:00,0
2023/3/8 23:00,2023/3/9 0:00,0
2023/3/9 0:00,2023/3/9 1:00,0
2023/3/9 1:00,2023/3/9 2:00,0
2023/3/9 2:00,2023/3/9 3:00,0
2023/3/9 3:00,2023/3/9 4:00,0
2023/3/9 4:00,2023/3/9 5:00,0
2023/3/9 5:00,2023/3/9 6:00,9.6
2023/3/9 6:00,2023/3/9 7:00,74
2023/3/9 7:00,2023/3/9 8:00,137.2
2023/3/9 8:00,2023/3/9 9:00,189.6
2023/3/9 9:00,2023/3/9 10:00,224
2023/3/9 10:00,2023/3/9 11:00,234.7
2023/3/9 11:00,2023/3/9 12:00,224.4
2023/3/9 12:00,2023/3/9 13:00,196.2
2023/3/9 13:00,2023/3/9 14:00,148
2023/3/9 14:00,2023/3/9 15:00,88.2
2023/3/9 15:00,2023/3/9 16:00,8.8
2023/3/9 16:00,2023/3/9 17:00,0
2023/3/9 17:00,2023/3/9 18:00,0
2023/3/9 18:00,2023/3/9 19:00,0
2023/3/9 19:00,2023/3/9 20:00,0
2023/3/9 20:00,2023/3/9 21:00,0
2023/3/9 21:00,2023/3/9 22:00,0
2023/3/9 22:00,2023/3/9 23:00,0
2023/3/9 23:00,2023/3/10 0:00,0
2023/3/10 0:00,2023/3/10 1:00,0
2023/3/10 1:00,2023/3/10 2:00,0
2023/3/10 2:00,2023/3/10 3:00,0
2023/3/10 3:00,2023/3/10 4:00,0
2023/3/10 4:00,2023/3/10 5:00,0
2023/3/10 5:00,2023/3/10 6:00,4.9
2023/3/10 6:00,2023/3/10 7:00,54.7
2023/3/10 7:00,2023/3/10 8:00,117.9
2023/3/10 8:00,2023/3/10 9:00,165
2023/3/10 9:00,2023/3/10 10:00,193
2023/3/10 10:00,2023/3/10 11:00,208.3
2023/3/10 11:00,2023/3/10 12:00,200.7
2023/3/10 12:00,2023/3/10 13:00,169.4
2023/3/10 13:00,2023/3/10 14:00,138.6
2023/3/10 14:00,2023/3/10 15:00,96.1
2023/3/10 15:00,2023/3/10 16:00,15.4
2023/3/10 16:00,2023/3/10 17:00,0
2023/3/10 17:00,2023/3/10 18:00,0
2023/3/10 18:00,2023/3/10 19:00,0
2023/3/10 19:00,2023/3/10 20:00,0
2023/3/10 20:00,2023/3/10 21:00,0
2023/3/10 21:00,2023/3/10 22:00,0
2023/3/10 22:00,2023/3/10 23:00,0
2023/3/10 23:00,2023/3/11 0:00,0
2023/3/11 0:00,2023/3/11 1:00,0
2023/3/11 1:00,2023/3/11 2:00,0
2023/3/11 2:00,2023/3/11 3:00,0
2023/3/11 3:00,2023/3/11 4:00,0
2023/3/11 4:00,2023/3/11 5:00,0
2023/3/11 5:00,2023/3/11 6:00,8.1
2023/3/11 6:00,2023/3/11 7:00,46.2
2023/3/11 7:00,2023/3/11 8:00,78
2023/3/11 8:00,2023/3/11 9:00,105
2023/3/11 9:00,2023/3/11 10:00,105.9
2023/3/11 10:00,2023/3/11 11:00,100.6
2023/3/11 11:00,2023/3/11 12:00,98.2
2023/3/11 12:00,2023/3/11 13:00,83.9
2023/3/11 13:00,2023/3/11 14:00,58.6
2023/3/11 14:00,2023/3/11 15:00,38.4
2023/3/11 15:00,2023/3/11 16:00,2.3
2023/3/11 16:00,2023/3/11 17:00,0
2023/3/11 17:00,2023/3/11 18:00,0
2023/3/11 18:00,2023/3/11 19:00,0
2023/3/11 19:00,2023/3/11 20:00,0
2023/3/11 20:00,2023/3/11 21:00,0
2023/3/11 21:00,2023/3/11 22:00,0
2023/3/11 22:00,2023/3/11 23:00,0
2023/3/11 23:00,2023/3/12 0:00,0
2023/3/12 0:00,2023/3/12 1:00,0
2023/3/12 1:00,2023/3/12 2:00,0
2023/3/12 2:00,2023/3/12 3:00,0
2023/3/12 3:00,2023/3/12 4:00,0
2023/3/12 4:00,2023/3/12 5:00,0
2023/3/12 5:00,2023/3/12 6:00,10.9
2023/3/12 6:00,2023/3/12 7:00,63.6
2023/3/12 7:00,2023/3/12 8:00,122.3
2023/3/12 8:00,2023/3/12 9:00,155.2
2023/3/12 9:00,2023/3/12 10:00,187.5
2023/3/12 10:00,2023/3/12 11:00,192.8
2023/3/12 11:00,2023/3/12 12:00,200.3
2023/3/12 12:00,2023/3/12 13:00,178.4
2023/3/12 13:00,2023/3/12 14:00,142.2
2023/3/12 14:00,2023/3/12 15:00,89.5
2023/3/12 15:00,2023/3/12 16:00,19
2023/3/12 16:00,2023/3/12 17:00,0
2023/3/12 17:00,2023/3/12 18:00,0
2023/3/12 18:00,2023/3/12 19:00,0
2023/3/12 19:00,2023/3/12 20:00,0
2023/3/12 20:00,2023/3/12 21:00,0
