Start time UTC,End time UTC,Solar Panel (MWh/h)
2023/1/24 16:00,2023/1/24 17:00,0
2023/1/24 17:00,2023/1/24 18:00,0
2023/1/24 18:00,2023/1/24 19:00,0
2023/1/24 19:00,2023/1/24 20:00,0
2023/1/24 20:00,2023/1/24 21:00,0
2023/1/24 21:00,2023/1/24 22:00,0
2023/1/24 22:00,2023/1/24 23:00,0
2023/1/24 23:00,2023/1/25 0:00,0
2023/1/25 0:00,2023/1/25 1:00,0
2023/1/25 1:00,2023/1/25 2:00,0
2023/1/25 2:00,2023/1/25 3:00,0
2023/1/25 3:00,2023/1/25 4:00,0
2023/1/25 4:00,2023/1/25 5:00,0
2023/1/25 5:00,2023/1/25 6:00,0
2023/1/25 6:00,2023/1/25 7:00,0
2023/1/25 7:00,2023/1/25 8:00,0
2023/1/25 8:00,2023/1/25 9:00,12.4
2023/1/25 9:00,2023/1/25 10:00,27.8
2023/1/25 10:00,2023/1/25 11:00,33.3
2023/1/25 11:00,2023/1/25 12:00,31.8
2023/1/25 12:00,2023/1/25 13:00,22.1
2023/1/25 13:00,2023/1/25 14:00,1.8
2023/1/25 14:00,2023/1/25 15:00,0
2023/1/25 15:00,2023/1/25 16:00,0
2023/1/25 16:00,2023/1/25 17:00,0
2023/1/25 17:00,2023/1/25 18:00,0
2023/1/25 18:00,2023/1/25 19:00,0
2023/1/25 19:00,2023/1/25 20:00,0
2023/1/25 20:00,2023/1/25 21:00,0
2023/1/25 21:00,2023/1/25 22:00,0
2023/1/25 22:00,2023/1/25 23:00,0
2023/1/25 23:00,2023/1/26 0:00,0
2023/1/26 0:00,2023/1/26 1:00,0
2023/1/26 1:00,2023/1/26 2:00,0
2023/1/26 2:00,2023/1/26 3:00,0
2023/1/26 3:00,2023/1/26 4:00,0
2023/1/26 4:00,2023/1/26 5:00,0
2023/1/26 5:00,2023/1/26 6:00,0
2023/1/26 6:00,2023/1/26 7:00,0
2023/1/26 7:00,2023/1/26 8:00,0
2023/1/26 8:00,2023/1/26 9:00,20.2
2023/1/26 9:00,2023/1/26 10:00,45.1
2023/1/26 10:00,2023/1/26 11:00,58
2023/1/26 11:00,2023/1/26 12:00,45.8
2023/1/26 12:00,2023/1/26 13:00,38.4
2023/1/26 13:00,2023/1/26 14:00,4.3
2023/1/26 14:00,2023/1/26 15:00,0
2023/1/26 15:00,2023/1/26 16:00,0
2023/1/26 16:00,2023/1/26 17:00,0
2023/1/26 17:00,2023/1/26 18:00,0
2023/1/26 18:00,2023/1/26 19:00,0
2023/1/26 19:00,2023/1/26 20:00,0
2023/1/26 20:00,2023/1/26 21:00,0
2023/1/26 21:00,2023/1/26 22:00,0
2023/1/26 22:00,2023/1/26 23:00,0
2023/1/26 23:00,2023/1/27 0:00,0
2023/1/27 0:00,2023/1/27 1:00,0
2023/1/27 1:00,2023/1/27 2:00,0
2023/1/27 2:00,2023/1/27 3:00,0
2023/1/27 3:00,2023/1/27 4:00,0
2023/1/27 4:00,2023/1/27 5:00,0
2023/1/27 5:00,2023/1/27 6:00,0
2023/1/27 6:00,2023/1/27 7:00,0
2023/1/27 7:00,2023/1/27 8:00,6.6
2023/1/27 8:00,2023/1/27 9:00,43.8
2023/1/27 9:00,2023/1/27 10:00,70.5
2023/1/27 10:00,2023/1/27 11:00,76.9
2023/1/27 11:00,2023/1/27 12:00,71.3
2023/1/27 12:00,2023/1/27 13:00,50.4
2023/1/27 13:00,2023/1/27 14:00,9.4
2023/1/27 14:00,2023/1/27 15:00,0
2023/1/27 15:00,2023/1/27 16:00,0
2023/1/27 16:00,2023/1/27 17:00,0
2023/1/27 17:00,2023/1/27 18:00,0
2023/1/27 18:00,2023/1/27 19:00,0
2023/1/27 19:00,2023/1/27 20:00,0
2023/1/27 20:00,2023/1/27 21:00,0
2023/1/27 21:00,2023/1/27 22:00,0
2023/1/27 22:00,2023/1/27 23:00,0
2023/1/27 23:00,2023/1/28 0:00,0
2023/1/28 0:00,2023/1/28 1:00,0
2023/1/28 1:00,2023/1/28 2:00,0
2023/1/28 2:00,2023/1/28 3:00,0
2023/1/28 3:00,2023/1/28 4:00,0
2023/1/28 4:00,2023/1/28 5:00,0
2023/1/28 5:00,2023/1/28 6:00,0
2023/1/28 6:00,2023/1/28 7:00,0
2023/1/28 7:00,2023/1/28 8:00,1.4
2023/1/28 8:00,2023/1/28 9:00,15.2
2023/1/28 9:00,2023/1/28 10:00,28.1
2023/1/28 10:00,2023/1/28 11:00,34.5
2023/1/28 11:00,2023/1/28 12:00,27.3
2023/1/28 12:00,2023/1/28 13:00,22.4
2023/1/28 13:00,2023/1/28 14:00,2.6
2023/1/28 14:00,2023/1/28 15:00,0
2023/1/28 15:00,2023/1/28 16:00,0
2023/1/28 16:00,2023/1/28 17:00,0
2023/1/28 17:00,2023/1/28 18:00,0
2023/1/28 18:00,2023/1/28 19:00,0
2023/1/28 19:00,2023/1/28 20:00,0
2023/1/28 20:00,2023/1/28 21:00,0
2023/1/28 21:00,2023/1/28 22:00,0
2023/1/28 22:00,2023/1/28 23:00,0
2023/1/28 23:00,2023/1/29 0:00,0
2023/1/29 0:00,2023/1/29 1:00,0
2023/1/29 1:00,2023/1/29 2:00,0
2023/1/29 2:00,2023/1/29 3:00,0
2023/1/29 3:00,2023/1/29 4:00,0
2023/1/29 4:00,2023/1/29 5:00,0
2023/1/29 5:00,2023/1/29 6:00,0
2023/1/29 6:00,2023/1/29 7:00,0
2023/1/29 7:00,2023/1/29 8:00,3.6
2023/1/29 8:00,2023/1/29 9:00,32.5
2023/1/29 9:00,2023/1/29 10:00,47.7
2023/1/29 10:00,2023/1/29 11:00,51.4
2023/1/29 11:00,2023/1/29 12:00,50.2
2023/1/29 12:00,2023/1/29 13:00,36.1
2023/1/29 13:00,2023/1/29 14:00,4
2023/1/29 14:00,2023/1/29 15:00,0
2023/1/29 15:00,2023/1/29 16:00,0
2023/1/29 16:00,2023/1/29 17:00,0
2023/1/29 17:00,2023/1/29 18:00,0
2023/1/29 18:00,2023/1/29 19:00,0
2023/1/29 19:00,2023/1/29 20:00,0
2023/1/29 20:00,2023/1/29 21:00,0
2023/1/29 21:00,2023/1/29 22:00,0
2023/1/29 22:00,2023/1/29 23:00,0
2023/1/29 23:00,2023/1/30 0:00,0
2023/1/30 0:00,2023/1/30 1:00,0
2023/1/30 1:00,2023/1/30 2:00,0
2023/1/30 2:00,2023/1/30 3:00,0
2023/1/30 3:00,2023/1/30 4:00,0
2023/1/30 4:00,2023/1/30 5:00,0
2023/1/30 5:00,2023/1/30 6:00,0
2023/1/30 6:00,2023/1/30 7:00,0
2023/1/30 7:00,2023/1/30 8:00,0
2023/1/30 8:00,2023/1/30 9:00,16.6
2023/1/30 9:00,2023/1/30 10:00,37.2
2023/1/30 10:00,2023/1/30 11:00,45.6
2023/1/30 11:00,2023/1/30 12:00,36.6
2023/1/30 12:00,2023/1/30 13:00,19.6
2023/1/30 13:00,2023/1/30 14:00,1.8
2023/1/30 14:00,2023/1/30 15:00,0
2023/1/30 15:00,2023/1/30 16:00,0
2023/1/30 16:00,2023/1/30 17:00,0
2023/1/30 17:00,2023/1/30 18:00,0
2023/1/30 18:00,2023/1/30 19:00,0
2023/1/30 19:00,2023/1/30 20:00,0
2023/1/30 20:00,2023/1/30 21:00,0
2023/1/30 21:00,2023/1/30 22:00,0
2023/1/30 22:00,2023/1/30 23:00,0
2023/1/30 23:00,2023/1/31 0:00,0
2023/1/31 0:00,2023/1/31 1:00,0
2023/1/31 1:00,2023/1/31 2:00,0
2023/1/31 2:00,2023/1/31 3:00,0
2023/1/31 3:00,2023/1/31 4:00,0
2023/1/31 4:00,2023/1/31 5:00,0
2023/1/31 5:00,2023/1/31 6:00,0
2023/1/31 6:00,2023/1/31 7:00,0
2023/1/31 7:00,2023/1/31 8:00,8.6
2023/1/31 8:00,2023/1/31 9:00,42
2023/1/31 9:00,2023/1/31 10:00,64
2023/1/31 10:00,2023/1/31 11:00,68.5
2023/1/31 11:00,2023/1/31 12:00,60.4
2023/1/31 12:00,2023/1/31 13:00,45
2023/1/31 13:00,2023/1/31 14:00,9.2
2023/1/31 14:00,2023/1/31 15:00,0
2023/1/31 15:00,2023/1/31 16:00,0
2023/1/31 16:00,2023/1/31 17:00,0
2023/1/31 17:00,2023/1/31 18:00,0
2023/1/31 18:00,2023/1/31 19:00,0
2023/1/31 19:00,2023/1/31 20:00,0
2023/1/31 20:00,2023/1/31 21:00,0
2023/1/31 21:00,2023/1/31 22:00,0
2023/1/31 22:00,2023/1/31 23:00,0
2023/1/31 23:00,2023/2/1 0:00,0
2023/2/1 0:00,2023/2/1 1:00,0
2023/2/1 1:00,2023/2/1 2:00,0
2023/2/1 2:00,2023/2/1 3:00,0
2023/2/1 3:00,2023/2/1 4:00,0
2023/2/1 4:00,2023/2/1 5:00,0
2023/2/1 5:00,2023/2/1 6:00,0
2023/2/1 6:00,2023/2/1 7:00,0
2023/2/1 7:00,2023/2/1 8:00,4.2
2023/2/1 8:00,2023/2/1 9:00,27.7
2023/2/1 9:00,2023/2/1 10:00,44.8
2023/2/1 10:00,2023/2/1 11:00,46.4
2023/2/1 11:00,2023/2/1 12:00,39.9
2023/2/1 12:00,2023/2/1 13:00,34.7
2023/2/1 13:00,2023/2/1 14:00,7.9
2023/2/1 14:00,2023/2/1 15:00,0
2023/2/1 15:00,2023/2/1 16:00,0
2023/2/1 16:00,2023/2/1 17:00,0
2023/2/1 17:00,2023/2/1 18:00,0
2023/2/1 18:00,2023/2/1 19:00,0
2023/2/1 19:00,2023/2/1 20:00,0
2023/2/1 20:00,2023/2/1 21:00,0
2023/2/1 21:00,2023/2/1 22:00,0
2023/2/1 22:00,2023/2/1 23:00,0
2023/2/1 23:00,2023/2/2 0:00,0
2023/2/2 0:00,2023/2/2 1:00,0
2023/2/2 1:00,2023/2/2 2:00,0
2023/2/2 2:00,2023/2/2 3:00,0
2023/2/2 3:00,2023/2/2 4:00,0
2023/2/2 4:00,2023/2/2 5:00,0
2023/2/2 5:00,2023/2/2 6:00,0
2023/2/2 6:00,2023/2/2 7:00,0
2023/2/2 7:00,2023/2/2 8:00,4
2023/2/2 8:00,2023/2/2 9:00,28.1
2023/2/2 9:00,2023/2/2 10:00,46.7
2023/2/2 10:00,2023/2/2 11:00,51.2
2023/2/2 11:00,2023/2/2 12:00,41.8
2023/2/2 12:00,2023/2/2 13:00,44.3
2023/2/2 13:00,2023/2/2 14:00,14.5
2023/2/2 14:00,2023/2/2 15:00,0
2023/2/2 15:00,2023/2/2 16:00,0
2023/2/2 16:00,2023/2/2 17:00,0
2023/2/2 17:00,2023/2/2 18:00,0
2023/2/2 18:00,2023/2/2 19:00,0
2023/2/2 19:00,2023/2/2 20:00,0
2023/2/2 20:00,2023/2/2 21:00,0
2023/2/2 21:00,2023/2/2 22:00,0
2023/2/2 22:00,2023/2/2 23:00,0
2023/2/2 23:00,2023/2/3 0:00,0
2023/2/3 0:00,2023/2/3 1:00,0
2023/2/3 1:00,2023/2/3 2:00,0
2023/2/3 2:00,2023/2/3 3:00,0
2023/2/3 3:00,2023/2/3 4:00,0
2023/2/3 4:00,2023/2/3 5:00,0
2023/2/3 5:00,2023/2/3 6:00,0
2023/2/3 6:00,2023/2/3 7:00,0
2023/2/3 7:00,2023/2/3 8:00,4.6
2023/2/3 8:00,2023/2/3 9:00,29.6
2023/2/3 9:00,2023/2/3 10:00,35.3
2023/2/3 10:00,2023/2/3 11:00,44
2023/2/3 11:00,2023/2/3 12:00,46.3
2023/2/3 12:00,2023/2/3 13:00,29.7
2023/2/3 13:00,2023/2/3 14:00,9.3
2023/2/3 14:00,2023/2/3 15:00,0
2023/2/3 15:00,2023/2/3 16:00,0
2023/2/3 16:00,2023/2/3 17:00,0
2023/2/3 17:00,2023/2/3 18:00,0
2023/2/3 18:00,2023/2/3 19:00,0
2023/2/3 19:00,2023/2/3 20:00,0
2023/2/3 20:00,2023/2/3 21:00,0
2023/2/3 21:00,2023/2/3 22:00,0
2023/2/3 22:00,2023/2/3 23:00,0
2023/2/3 23:00,2023/2/4 0:00,0
2023/2/4 0:00,2023/2/4 1:00,0
2023/2/4 1:00,2023/2/4 2:00,0
2023/2/4 2:00,2023/2/4 3:00,0
2023/2/4 3:00,2023/2/4 4:00,0
2023/2/4 4:00,2023/2/4 5:00,0
2023/2/4 5:00,2023/2/4 6:00,0
2023/2/4 6:00,2023/2/4 7:00,0
2023/2/4 7:00,2023/2/4 8:00,13.2
2023/2/4 8:00,2023/2/4 9:00,47
2023/2/4 9:00,2023/2/4 10:00,72
2023/2/4 10:00,2023/2/4 11:00,87.3
2023/2/4 11:00,2023/2/4 12:00,86.7
2023/2/4 12:00,2023/2/4 13:00,68.5
2023/2/4 13:00,2023/2/4 14:00,27.7
2023/2/4 14:00,2023/2/4 15:00,0
2023/2/4 15:00,2023/2/4 16:00,0
2023/2/4 16:00,2023/2/4 17:00,0
2023/2/4 17:00,2023/2/4 18:00,0
2023/2/4 18:00,2023/2/4 19:00,0
2023/2/4 19:00,2023/2/4 20:00,0
2023/2/4 20:00,2023/2/4 21:00,0
2023/2/4 21:00,2023/2/4 22:00,0
2023/2/4 22:00,2023/2/4 23:00,0
2023/2/4 23:00,2023/2/5 0:00,0
2023/2/5 0:00,2023/2/5 1:00,0
2023/2/5 1:00,2023/2/5 2:00,0
2023/2/5 2:00,2023/2/5 3:00,0
2023/2/5 3:00,2023/2/5 4:00,0
2023/2/5 4:00,2023/2/5 5:00,0
2023/2/5 5:00,2023/2/5 6:00,0
2023/2/5 6:00,2023/2/5 7:00,0
2023/2/5 7:00,2023/2/5 8:00,7
2023/2/5 8:00,2023/2/5 9:00,29.4
2023/2/5 9:00,2023/2/5 10:00,46.6
2023/2/5 10:00,2023/2/5 11:00,44.7
2023/2/5 11:00,2023/2/5 12:00,33.2
2023/2/5 12:00,2023/2/5 13:00,27.4
2023/2/5 13:00,2023/2/5 14:00,8.3
2023/2/5 14:00,2023/2/5 15:00,0
2023/2/5 15:00,2023/2/5 16:00,0
2023/2/5 16:00,2023/2/5 17:00,0
2023/2/5 17:00,2023/2/5 18:00,0
2023/2/5 18:00,2023/2/5 19:00,0
2023/2/5 19:00,2023/2/5 20:00,0
2023/2/5 20:00,2023/2/5 21:00,0
2023/2/5 21:00,2023/2/5 22:00,0
2023/2/5 22:00,2023/2/5 23:00,0
2023/2/5 23:00,2023/2/6 0:00,0
2023/2/6 0:00,2023/2/6 1:00,0
2023/2/6 1:00,2023/2/6 2:00,0
2023/2/6 2:00,2023/2/6 3:00,0
2023/2/6 3:00,2023/2/6 4:00,0
2023/2/6 4:00,2023/2/6 5:00,0
2023/2/6 5:00,2023/2/6 6:00,0
2023/2/6 6:00,2023/2/6 7:00,0
2023/2/6 7:00,2023/2/6 8:00,23.6
2023/2/6 8:00,2023/2/6 9:00,64.6
2023/2/6 9:00,2023/2/6 10:00,93.3
2023/2/6 10:00,2023/2/6 11:00,107.9
2023/2/6 11:00,2023/2/6 12:00,95.8
2023/2/6 12:00,2023/2/6 13:00,72.6
2023/2/6 13:00,2023/2/6 14:00,30.8
2023/2/6 14:00,2023/2/6 15:00,0
2023/2/6 15:00,2023/2/6 16:00,0
2023/2/6 16:00,2023/2/6 17:00,0
2023/2/6 17:00,2023/2/6 18:00,0
2023/2/6 18:00,2023/2/6 19:00,0
2023/2/6 19:00,2023/2/6 20:00,0
2023/2/6 20:00,2023/2/6 21:00,0
2023/2/6 21:00,2023/2/6 22:00,0
2023/2/6 22:00,2023/2/6 23:00,0
2023/2/6 23:00,2023/2/7 0:00,0
2023/2/7 0:00,2023/2/7 1:00,0
2023/2/7 1:00,2023/2/7 2:00,0
2023/2/7 2:00,2023/2/7 3:00,0
2023/2/7 3:00,2023/2/7 4:00,0
2023/2/7 4:00,2023/2/7 5:00,0
2023/2/7 5:00,2023/2/7 6:00,0
2023/2/7 6:00,2023/2/7 7:00,0
2023/2/7 7:00,2023/2/7 8:00,13.9
2023/2/7 8:00,2023/2/7 9:00,38.6
2023/2/7 9:00,2023/2/7 10:00,52.9
2023/2/7 10:00,2023/2/7 11:00,52.9
2023/2/7 11:00,2023/2/7 12:00,42.7
2023/2/7 12:00,2023/2/7 13:00,38.9
2023/2/7 13:00,2023/2/7 14:00,12.9
2023/2/7 14:00,2023/2/7 15:00,0
2023/2/7 15:00,2023/2/7 16:00,0
2023/2/7 16:00,2023/2/7 17:00,0
2023/2/7 17:00,2023/2/7 18:00,0
2023/2/7 18:00,2023/2/7 19:00,0
2023/2/7 19:00,2023/2/7 20:00,0
2023/2/7 20:00,2023/2/7 21:00,0
2023/2/7 21:00,2023/2/7 22:00,0
2023/2/7 22:00,2023/2/7 23:00,0
2023/2/7 23:00,2023/2/8 0:00,0
2023/2/8 0:00,2023/2/8 1:00,0
2023/2/8 1:00,2023/2/8 2:00,0
2023/2/8 2:00,2023/2/8 3:00,0
2023/2/8 3:00,2023/2/8 4:00,0
2023/2/8 4:00,2023/2/8 5:00,0
2023/2/8 5:00,2023/2/8 6:00,0
2023/2/8 6:00,2023/2/8 7:00,0
2023/2/8 7:00,2023/2/8 8:00,9
2023/2/8 8:00,2023/2/8 9:00,30.4
2023/2/8 9:00,2023/2/8 10:00,40.4
2023/2/8 10:00,2023/2/8 11:00,44.5
2023/2/8 11:00,2023/2/8 12:00,42.1
2023/2/8 12:00,2023/2/8 13:00,32.2
2023/2/8 13:00,2023/2/8 14:00,13.8
2023/2/8 14:00,2023/2/8 15:00,0
2023/2/8 15:00,2023/2/8 16:00,0
2023/2/8 16:00,2023/2/8 17:00,0
2023/2/8 17:00,2023/2/8 18:00,0
2023/2/8 18:00,2023/2/8 19:00,0
2023/2/8 19:00,2023/2/8 20:00,0
2023/2/8 20:00,2023/2/8 21:00,0
2023/2/8 21:00,2023/2/8 22:00,0
2023/2/8 22:00,2023/2/8 23:00,0
2023/2/8 23:00,2023/2/9 0:00,0
2023/2/9 0:00,2023/2/9 1:00,0
2023/2/9 1:00,2023/2/9 2:00,0
2023/2/9 2:00,2023/2/9 3:00,0
2023/2/9 3:00,2023/2/9 4:00,0
2023/2/9 4:00,2023/2/9 5:00,0
2023/2/9 5:00,2023/2/9 6:00,0
2023/2/9 6:00,2023/2/9 7:00,0
2023/2/9 7:00,2023/2/9 8:00,17.6
2023/2/9 8:00,2023/2/9 9:00,33.4
2023/2/9 9:00,2023/2/9 10:00,59.4
2023/2/9 10:00,2023/2/9 11:00,57.1
2023/2/9 11:00,2023/2/9 12:00,55.5
2023/2/9 12:00,2023/2/9 13:00,37.6
2023/2/9 13:00,2023/2/9 14:00,19.1
2023/2/9 14:00,2023/2/9 15:00,0
2023/2/9 15:00,2023/2/9 16:00,0
2023/2/9 16:00,2023/2/9 17:00,0
2023/2/9 17:00,2023/2/9 18:00,0
2023/2/9 18:00,2023/2/9 19:00,0
2023/2/9 19:00,2023/2/9 20:00,0
2023/2/9 20:00,2023/2/9 21:00,0
2023/2/9 21:00,2023/2/9 22:00,0
2023/2/9 22:00,2023/2/9 23:00,0
2023/2/9 23:00,2023/2/10 0:00,0
2023/2/10 0:00,2023/2/10 1:00,0
2023/2/10 1:00,2023/2/10 2:00,0
2023/2/10 2:00,2023/2/10 3:00,0
2023/2/10 3:00,2023/2/10 4:00,0
2023/2/10 4:00,2023/2/10 5:00,0
2023/2/10 5:00,2023/2/10 6:00,0
2023/2/10 6:00,2023/2/10 7:00,0
2023/2/10 7:00,2023/2/10 8:00,21.9
2023/2/10 8:00,2023/2/10 9:00,59
2023/2/10 9:00,2023/2/10 10:00,95.7
2023/2/10 10:00,2023/2/10 11:00,112.1
2023/2/10 11:00,2023/2/10 12:00,106.4
2023/2/10 12:00,2023/2/10 13:00,84.1
2023/2/10 13:00,2023/2/10 14:00,47.4
2023/2/10 14:00,2023/2/10 15:00,1.7
2023/2/10 15:00,2023/2/10 16:00,0
2023/2/10 16:00,2023/2/10 17:00,0
2023/2/10 17:00,2023/2/10 18:00,0
2023/2/10 18:00,2023/2/10 19:00,0
2023/2/10 19:00,2023/2/10 20:00,0
2023/2/10 20:00,2023/2/10 21:00,0
2023/2/10 21:00,2023/2/10 22:00,0
2023/2/10 22:00,2023/2/10 23:00,0
2023/2/10 23:00,2023/2/11 0:00,0
2023/2/11 0:00,2023/2/11 1:00,0
2023/2/11 1:00,2023/2/11 2:00,0
2023/2/11 2:00,2023/2/11 3:00,0
2023/2/11 3:00,2023/2/11 4:00,0
2023/2/11 4:00,2023/2/11 5:00,0
2023/2/11 5:00,2023/2/11 6:00,0
2023/2/11 6:00,2023/2/11 7:00,0.1
2023/2/11 7:00,2023/2/11 8:00,31.4
2023/2/11 8:00,2023/2/11 9:00,79.7
2023/2/11 9:00,2023/2/11 10:00,118.5
2023/2/11 10:00,2023/2/11 11:00,139.7
2023/2/11 11:00,2023/2/11 12:00,130.1
2023/2/11 12:00,2023/2/11 13:00,99.4
2023/2/11 13:00,2023/2/11 14:00,57.3
2023/2/11 14:00,2023/2/11 15:00,3.6
2023/2/11 15:00,2023/2/11 16:00,0
2023/2/11 16:00,2023/2/11 17:00,0
2023/2/11 17:00,2023/2/11 18:00,0
2023/2/11 18:00,2023/2/11 19:00,0
2023/2/11 19:00,2023/2/11 20:00,0
2023/2/11 20:00,2023/2/11 21:00,0
2023/2/11 21:00,2023/2/11 22:00,0
2023/2/11 22:00,2023/2/11 23:00,0
2023/2/11 23:00,2023/2/12 0:00,0
2023/2/12 0:00,2023/2/12 1:00,0
2023/2/12 1:00,2023/2/12 2:00,0
2023/2/12 2:00,2023/2/12 3:00,0
2023/2/12 3:00,2023/2/12 4:00,0
2023/2/12 4:00,2023/2/12 5:00,0
2023/2/12 5:00,2023/2/12 6:00,0
2023/2/12 6:00,2023/2/12 7:00,0.6
2023/2/12 7:00,2023/2/12 8:00,16.1
2023/2/12 8:00,2023/2/12 9:00,34.6
2023/2/12 9:00,2023/2/12 10:00,56.7
2023/2/12 10:00,2023/2/12 11:00,68.7
2023/2/12 11:00,2023/2/12 12:00,51.6
2023/2/12 12:00,2023/2/12 13:00,50
2023/2/12 13:00,2023/2/12 14:00,28.3
2023/2/12 14:00,2023/2/12 15:00,0.9
2023/2/12 15:00,2023/2/12 16:00,0
2023/2/12 16:00,2023/2/12 17:00,0
2023/2/12 17:00,2023/2/12 18:00,0
2023/2/12 18:00,2023/2/12 19:00,0
2023/2/12 19:00,2023/2/12 20:00,0
2023/2/12 20:00,2023/2/12 21:00,0
2023/2/12 21:00,2023/2/12 22:00,0
2023/2/12 22:00,2023/2/12 23:00,0
2023/2/12 23:00,2023/2/13 0:00,0
2023/2/13 0:00,2023/2/13 1:00,0
2023/2/13 1:00,2023/2/13 2:00,0
2023/2/13 2:00,2023/2/13 3:00,0
2023/2/13 3:00,2023/2/13 4:00,0
2023/2/13 4:00,2023/2/13 5:00,0
2023/2/13 5:00,2023/2/13 6:00,0
2023/2/13 6:00,2023/2/13 7:00,0.7
2023/2/13 7:00,2023/2/13 8:00,32.1
2023/2/13 8:00,2023/2/13 9:00,64.8
2023/2/13 9:00,2023/2/13 10:00,95.6
2023/2/13 10:00,2023/2/13 11:00,110.4
2023/2/13 11:00,2023/2/13 12:00,91.7
2023/2/13 12:00,2023/2/13 13:00,76.6
2023/2/13 13:00,2023/2/13 14:00,49.3
2023/2/13 14:00,2023/2/13 15:00,2.9
2023/2/13 15:00,2023/2/13 16:00,0
2023/2/13 16:00,2023/2/13 17:00,0
2023/2/13 17:00,2023/2/13 18:00,0
2023/2/13 18:00,2023/2/13 19:00,0
2023/2/13 19:00,2023/2/13 20:00,0
2023/2/13 20:00,2023/2/13 21:00,0
2023/2/13 21:00,2023/2/13 22:00,0
2023/2/13 22:00,2023/2/13 23:00,0
2023/2/13 23:00,2023/2/14 0:00,0
2023/2/14 0:00,2023/2/14 1:00,0
2023/2/14 1:00,2023/2/14 2:00,0
2023/2/14 2:00,2023/2/14 3:00,0
2023/2/14 3:00,2023/2/14 4:00,0
2023/2/14 4:00,2023/2/14 5:00,0
2023/2/14 5:00,2023/2/14 6:00,0
2023/2/14 6:00,2023/2/14 7:00,1.5
2023/2/14 7:00,2023/2/14 8:00,40.5
2023/2/14 8:00,2023/2/14 9:00,85.9
2023/2/14 9:00,2023/2/14 10:00,124.5
2023/2/14 10:00,2023/2/14 11:00,119.6
2023/2/14 11:00,2023/2/14 12:00,109
2023/2/14 12:00,2023/2/14 13:00,87.4
2023/2/14 13:00,2023/2/14 14:00,58.4
2023/2/14 14:00,2023/2/14 15:00,5.6
2023/2/14 15:00,2023/2/14 16:00,0
2023/2/14 16:00,2023/2/14 17:00,0
2023/2/14 17:00,2023/2/14 18:00,0
2023/2/14 18:00,2023/2/14 19:00,0
2023/2/14 19:00,2023/2/14 20:00,0
2023/2/14 20:00,2023/2/14 21:00,0
2023/2/14 21:00,2023/2/14 22:00,0
2023/2/14 22:00,2023/2/14 23:00,0
2023/2/14 23:00,2023/2/15 0:00,0
2023/2/15 0:00,2023/2/15 1:00,0
2023/2/15 1:00,2023/2/15 2:00,0
2023/2/15 2:00,2023/2/15 3:00,0
2023/2/15 3:00,2023/2/15 4:00,0
2023/2/15 4:00,2023/2/15 5:00,0
2023/2/15 5:00,2023/2/15 6:00,0
2023/2/15 6:00,2023/2/15 7:00,2.3
2023/2/15 7:00,2023/2/15 8:00,27.5
2023/2/15 8:00,2023/2/15 9:00,70.4
2023/2/15 9:00,2023/2/15 10:00,86
2023/2/15 10:00,2023/2/15 11:00,95
2023/2/15 11:00,2023/2/15 12:00,91
2023/2/15 12:00,2023/2/15 13:00,46.3
2023/2/15 13:00,2023/2/15 14:00,27.6
2023/2/15 14:00,2023/2/15 15:00,0.4
2023/2/15 15:00,2023/2/15 16:00,0
2023/2/15 16:00,2023/2/15 17:00,0
2023/2/15 17:00,2023/2/15 18:00,0
2023/2/15 18:00,2023/2/15 19:00,0
2023/2/15 19:00,2023/2/15 20:00,0
2023/2/15 20:00,2023/2/15 21:00,0
2023/2/15 21:00,2023/2/15 22:00,0
2023/2/15 22:00,2023/2/15 23:00,0
2023/2/15 23:00,2023/2/16 0:00,0
2023/2/16 0:00,2023/2/16 1:00,0
2023/2/16 1:00,2023/2/16 2:00,0
2023/2/16 2:00,2023/2/16 3:00,0
2023/2/16 3:00,2023/2/16 4:00,0
2023/2/16 4:00,2023/2/16 5:00,0
2023/2/16 5:00,2023/2/16 6:00,0
2023/2/16 6:00,2023/2/16 7:00,0
2023/2/16 7:00,2023/2/16 8:00,13.5
2023/2/16 8:00,2023/2/16 9:00,29.3
2023/2/16 9:00,2023/2/16 10:00,42.7
2023/2/16 10:00,2023/2/16 11:00,46.5
2023/2/16 11:00,2023/2/16 12:00,39.2
2023/2/16 12:00,2023/2/16 13:00,30.1
2023/2/16 13:00,2023/2/16 14:00,18.2
2023/2/16 14:00,2023/2/16 15:00,0
2023/2/16 15:00,2023/2/16 16:00,0
2023/2/16 16:00,2023/2/16 17:00,0
2023/2/16 17:00,2023/2/16 18:00,0
2023/2/16 18:00,2023/2/16 19:00,0
2023/2/16 19:00,2023/2/16 20:00,0
2023/2/16 20:00,2023/2/16 21:00,0
2023/2/16 21:00,2023/2/16 22:00,0
2023/2/16 22:00,2023/2/16 23:00,0
2023/2/16 23:00,2023/2/17 0:00,0
2023/2/17 0:00,2023/2/17 1:00,0
2023/2/17 1:00,2023/2/17 2:00,0
2023/2/17 2:00,2023/2/17 3:00,0
2023/2/17 3:00,2023/2/17 4:00,0
2023/2/17 4:00,2023/2/17 5:00,0
2023/2/17 5:00,2023/2/17 6:00,0
2023/2/17 6:00,2023/2/17 7:00,0
2023/2/17 7:00,2023/2/17 8:00,15.6
2023/2/17 8:00,2023/2/17 9:00,31.3
